Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Nassarawa Street Banana Island Ikoyi Lagos ","  9,900,000 ",Added 18 Aug 2017,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Nassarawa Street Banana Island Ikoyi Lagos ","  9,200,000 ",Added 18 Aug 2017,223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Yaba Lagos ","  1,500,000 ",Added 17 Aug 2017,22
4 BEDROOM DUPLEX FOR RENT,"


 Minimah Estate Ikeja Ikeja Ikeja Lagos ","  4,000,000 ",Added 17 Aug 2017,445
3 BEDROOM DUPLEX FOR RENT,"


 Yaba Yaba Yaba Lagos ","  2,600,000 ",Added 17 Aug 2017,324
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Abacha Estate Ikoyi Ikoyi Lagos ","  15,000,000 ",Added 17 Aug 2017,32
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Abacha Estate, Ikoyi, Lagos State, Nigeria Ikoyi Ikoyi Lagos ","  10,000,000 ",Added 17 Aug 2017,32
OFFICE FOR RENT,"


 Ikota Villa Estate Ikota Lekki Lagos ","  200,000 ",Added 17 Aug 2017,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Divine Homes. Thomas Ajah Ajah Ajah Lagos ","  1,500,000 ",Added 16 Aug 2017,33
4 BEDROOM DUPLEX FOR RENT,"


 Shonibare Estate Maryland Ikeja Lagos ","  5,500,000 ",Added 15 Aug 2017,44
4 BEDROOM DUPLEX FOR RENT,"


 Road 49 Road 49 Lekki Scheme 2 Off Ogombo Road Lekki Lagos Lekki Phase 1 Lekki Lagos ","  3,000,000 ",Added 14 Aug 2017,45
4 BEDROOM DUPLEX FOR RENT,"


 Chevyview Estate Chevron Drive Lekki Lagos ","  2,500,000 ",Added 14 Aug 2017,45
5 BEDROOM DUPLEX FOR RENT,"


 Magodo Gra Phase Two Magodo Shangisha Ketu Lagos ","  2,300,000 ",Added 09 Aug 2017,556
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Magodo Gra Phase Two Magodo Shangisha Ketu Lagos ","  1,500,000 ",Added 09 Aug 2017,223
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Romay Garden Ikate Elegushi Lekki Lagos ","  4,000,000 ",Added 08 Aug 2017,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Romay Garden Ikate Elegushi Lekki Lagos ","  2,500,000 ",Added 08 Aug 2017,33
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Pinnacle Road Lekki Phase 1 Lekki Lagos ","  1,300,000 ",Added 08 Aug 2017,11
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ijaye Abule Egba Agege Lagos ","  300,000 ",Added 08 Aug 2017,32
3 BEDROOM COMMERCIAL PROPERTY FOR RENT,"


 Bishop Aboyade Cole Street Victoria Island Victoria Island Lagos ","  41,250,000 ",Added 07 Aug 2017,33
OFFICE FOR RENT,"


 386 Muritala Mohammed Way Yaba Yaba Lagos ","  350,000 ",Added 06 Aug 2017,
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Badaru Street Off Lekki Beach Road Lekki Phase 1 Lekki Lagos ","  750,000 ",Added 05 Aug 2017,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Gra Phase 1 Magodo Isheri Ikeja Lagos ","  1,300,000 ",Added 05 Aug 2017,334
4 BEDROOM DUPLEX FOR RENT,"


 Gra Phase 2 Magodo Shangisha Ketu Lagos ","  3,500,000 ",Added 05 Aug 2017,445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Gra,phase 1 Magodo Isheri Ikeja Lagos ","  1,100,000 ",Added 05 Aug 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ajah Ibeju Lekki Ajah Lagos ","  700,000 ",Added 04 Aug 2017,32
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Any Good Street Abijo Ajah Lagos ",  350 ,Added 03 Aug 2017,23
OFFICE FOR RENT,"


 Old Yaba Street Yaba Yaba Lagos ","  300,000 ",Added 03 Aug 2017,
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Magodo Gra Phase Two Magodo Shangisha Ketu Lagos ","  1,200,000 ",Added 03 Aug 2017,223
4 BEDROOM DUPLEX FOR RENT,"


 Magodo Gra Phase Two Magodo Shangisha Ketu Lagos ","  2,300,000 ",Added 03 Aug 2017,445
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Abijo Ajah Lagos ","  600,000 ",Added 21 Jul 2017,22
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lords Way Ajah Ajah Lagos ","  800,000 ",Added 20 Jul 2017,22
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oko Oba Rd. Agege. Lagos. Nigeria Abule Egba Agege Lagos ",  500 ,Added 18 Jul 2017,32
3 BEDROOM DUPLEX FOR RENT,"


 Oba Lateef Adams Estate,phase1,cement,ikeja Lagos? Alimosho Abeokuta Express Lagos ","  1,600,000 ",Added 17 Jul 2017,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lawal Street, By Oreptal Bus Stop Alimosho Abeokuta Express Lagos ","  400,000 ",Added 17 Jul 2017,33
1 BEDROOM OFFICE FOR RENT,"


 Razak Balogun Str, Off Surulere Surulere Lagos ","  300,000 ",Added 16 Jul 2017,11
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Pako Akoka Abule Ijesha Yaba Lagos ","  250,000 ",Added 14 Jul 2017,11
OFFICE FOR RENT,"


 Along Adeniyi Jones Ikeja Lagos Opebi Ikeja Lagos ","  10,000,000 ",Added 14 Jul 2017,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Ikate Elegushi Ikate Elegushi Lekki Lagos ","  1,500,000 ",Added 14 Jul 2017,33
4 BEDROOM DUPLEX FOR RENT,"


 Jide Agbalaya Chevron Drive Lekki Lagos ","  3,000,000 ",Added 14 Jul 2017,45
OFFICE FOR RENT,"


 Mustapha Street Alausa Ikeja Lagos ","  18,000 ",Added 13 Jul 2017,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Philip Ojedokun Street Magodo Isheri Ikeja Lagos ","  800,000 ",Added 10 Jul 2017,32
4 BEDROOM DUPLEX FOR RENT,"


 Onikoyi Drive, Off Banana Road Banana Island Ikoyi Lagos ","  7,000,000 ",Added 10 Jul 2017,44
4 BEDROOM DUPLEX FOR RENT,"


 Onikoyi Drive Off Banana Road Banana Island Ikoyi Lagos ","  7,000,000 ",Added 10 Jul 2017,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Satellite Town Satelite Town Festac Lagos ","  600,000 ",Added 08 Jul 2017,333
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Satellite Town Satelite Town Festac Lagos ","  600,000 ",Added 08 Jul 2017,33
4 BEDROOM HOUSE FOR RENT,"


 Ikota, Lekki, Lagos Ikota Lekki Lagos ","  350,000 ",Added 06 Jul 2017,45
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ejim Apartment Osapa Lekki Lagos ","  2,500,000 ",Added 06 Jul 2017,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Isawo Mile 12 Ikorodu Road Lagos ","  180,000 ",Added 06 Jul 2017,21
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Isawo Mile 12 Ikorodu Road Lagos ","  120,000 ",Added 06 Jul 2017,11
3 BEDROOM COMMERCIAL PROPERTY FOR RENT,"


 Off Toyin Street, Ikeja Ikeja Lagos ","  900,000 ",Added 05 Jul 2017,34
COMMERCIAL PROPERTY FOR RENT,"


 Maye Street, Off Montgomery Road Yaba Yaba Lagos ","  1,500,000 ",Added 30 Jun 2017,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Senate Cresent Magodo Isheri Ikeja Lagos ","  700,000 ",Added 29 Jun 2017,32
OFFICE FOR RENT,"


 7 Ilare Close Mafoluku Oshodi Oshodi Oshodi Lagos ","  2,000,000 ",Added 29 Jun 2017,
5 BEDROOM DUPLEX FOR RENT,"


 Social Sciences Road, Unilag Estate, Magodo Shangisha Magodo Shangisha Ketu Lagos ","  3,500,000 ",Added 28 Jun 2017,55
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Senate Cresent Magodo Isheri Ikeja Lagos ","  900,000 ",Added 28 Jun 2017,43
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lafiaji Lekki Phase 1 Lekki Lagos ","  300,000 ",Added 28 Jun 2017,11
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 511 Road, C Close, Festac Town Lagos Festac Festac Lagos ","  800,000 ",Added 28 Jun 2017,22
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Addo Road,ajah,lagos Ajah Ajah Lagos ","  220,000 ",Added 26 Jun 2017,11
OFFICE FOR RENT,"


 Off Adeola Odeku, Vi Victoria Island Victoria Island Lagos ","  2,000,000 ",Added 26 Jun 2017,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 16 Alhaji Isiaka Imam Crescent, Off Unity Road, Beside Cooperative Villas Badore Ajah Lagos ","  850,000 ",Added 26 Jun 2017,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Kehinde Babatunde By Wazobia Busstop Ikotun Isolo Lagos ","  300,000 ",Added 24 Jun 2017,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Abayomi Atinuke Ajayi Street Awoyaya Ajah Lagos ","  300,000 ",Added 24 Jun 2017,32
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Abayomi Atinuke Ajayi Street Awoyaya Ajah Lagos ","  300,000 ",Added 24 Jun 2017,22
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Mafoluku Road Oshodi Oshodi Lagos ","  600,000 ",Added 24 Jun 2017,32
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Kehinde Babatunde Street Abarange Ikotun Ikotun Isolo Lagos ","  200,000 ",Added 24 Jun 2017,21
4 BEDROOM TERRACE FOR RENT,"


 Nassarawa Street Banana Island Ikoyi Lagos ","  6,000,000 ",Added 23 Jun 2017,44
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Any Street With Good Road Ogba Ikeja Lagos ",  220 ,Added 23 Jun 2017,11
COMMERCIAL PROPERTY FOR RENT,"


 Falolu Road, Off Itire Road Ijeshatedo Surulere Lagos ","  1,000,000 ",Added 21 Jun 2017,
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Greenville Estate, Greenville Bus Stop Badore Ajah Lagos ","  250,000 ",Added 21 Jun 2017,111
OFFICE FOR RENT,"


 Adeyemo Alakija Victoria Island Victoria Island Lagos ","  55,000 ",Added 20 Jun 2017,2
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Mile 12 Ikorodu Road Lagos ","  200,000 ",Added 18 Jun 2017,112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ajayi Road Ajayi Road Ogba Ikeja Lagos ","  1,200,000,000 ",Added 17 Jun 2017,333
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Gbagada Phase 1 Gbagada Gbagada Lagos ","  1,400,000 ",Added 16 Jun 2017,334
WAREHOUSE FOR RENT,"


 Aswani Isolo Isolo Lagos ","  21,000,000 ",Added 15 Jun 2017,
3 BEDROOM TERRACE FOR RENT,"


 Lekki Garden Phase 4 Ajah Ajah Lagos ","  1,400,000 ",Added 14 Jun 2017,331
4 BEDROOM TERRACE FOR RENT,"


 10, Ayoola Coker Street, Ikeja Gra, Lagos,nigeria Ikeja Ikeja Lagos ","  6,500,000 ",Added 14 Jun 2017,445
WAREHOUSE FOR RENT,"


 Isolo Isolo Lagos ","  24,000,000 ",Added 14 Jun 2017,
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Aart Court, Shonny Way, Shonibare Estate. Ikeja Ikeja Lagos ","  6,500,000/year ",Added 13 Jun 2017,223
3 BEDROOM HOTEL FOR RENT,"


 27/29 Biaduo Street, Off Keffi Road Ikoyi, Lagos Falomo Ikoyi Lagos ","  6,000,000 ",Added 13 Jun 2017,333
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Phase I, Oniru New Marke Road, Lagos Lekki Phase 1 Lekki Lagos ","  4,000,000 ",Added 11 Jun 2017,355
4 BEDROOM DUPLEX FOR RENT,"


 Ikeja Ikeja Lagos ","  3,000,000 ",Added 11 Jun 2017,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ajayi Road Off Yaya Abatan Road Adjacent Excellence Hotel Ogba, Ikeja Ogba Ikeja Lagos ","  1,200,000,000 ",Added 10 Jun 2017,333
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Adeola Odeku Victoria Island Victoria Island Lagos ","  2,500,000 ",Added 09 Jun 2017,223
4 BEDROOM DUPLEX FOR RENT,"


 Amity Estate Abijo Ajah Lagos ","  1,500,000 ",Added 09 Jun 2017,445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Bourdillon Road Ikoyi Ikoyi Lagos ","  6,000,000 ",Added 08 Jun 2017,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 By Lekki Epe Expressway. Opposite Shoprite,sangotedo. Ajah Sangotedo Ajah Lagos ","  300,000 ",Added 08 Jun 2017,111
4 BEDROOM TERRACE FOR RENT,"


 Adebisi Ogunniyi Lekki Phase 1 Lekki Lagos ","  4,000,000 ",Added 08 Jun 2017,44
5 BEDROOM DUPLEX FOR RENT,"


 Ajah Lekki Expressway Lekki Lagos ","  1,500 ",Added 08 Jun 2017,533
6 BEDROOM DUPLEX FOR RENT,"


 Ikate Chisco Ikate Elegushi Lekki Lagos ","  3,000,000 ",Added 08 Jun 2017,644
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Lekki Phase 1 Lekki Lagos ","  1,200,000 ",Added 07 Jun 2017,333
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ",  4 ,Added 07 Jun 2017,45
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Ikota Lekki Lagos ","  3,500,000 ",Added 07 Jun 2017,45
OFFICE FOR RENT,"


 Idowu Martins Victoria Island Victoria Island Lagos ","  1,000,000 ",Added 07 Jun 2017,
OFFICE FOR RENT,"


 1 Omole Phase 1 Ogba Ikeja Lagos ","  12,000 ",Added 06 Jun 2017,
COMMERCIAL PROPERTY FOR RENT,"


 Sangotedo Lekki Expressway Lekki Lagos ","  1,500,000 ",Added 06 Jun 2017,
5 BEDROOM TERRACE FOR RENT,"


 10 Akin Ogunmade Davies Close, Gbagada Phase 2, Gbagada, Shomolu, Lagos Gbagada Gbagada Lagos ","  3,500,000 ",Added 05 Jun 2017,567
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ait Road Off Ait Road Lagos Iju Abeokuta Express Lagos ","  350,000 ",Added 05 Jun 2017,32
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Infinity Estate, Ado Road. Ajah Ajah Ajah Lagos ","  900,000 ",Added 03 Jun 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Infinity Estate, Ado Road. Ajah Ajah Ajah Lagos ","  1,000,000 ",Added 03 Jun 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Amen Estate, Ado Road. Ajah Ajah Ajah Lagos ","  1,500,000 ",Added 03 Jun 2017,334
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Reality Estate. Ao Road. Ajah Ajah Ajah Lagos ","  1,500,000 ",Added 03 Jun 2017,444
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Reality Estate, Ado Road. Ajah Ajah Ajah Lagos ","  1,500,000 ",Added 02 Jun 2017,334
SHOP FOR RENT,"


 141 Ahmadu Bello Way, Victoria Island, Lagos Victoria Island Victoria Island Lagos ","  2,760,000 ",Added 02 Jun 2017,
4 BEDROOM DUPLEX FOR RENT,"


 Ogundana Street Opebi Ikeja Lagos ","  1,500,000 ",Added 01 Jun 2017,444
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Akoka Yaba Lagos ","  400,000 ",Added 27 May 2017,11
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Marwa Lekki Phase 1 Lekki Lagos ","  2,300,000 ",Added 26 May 2017,221
OFFICE FOR RENT,"


 Opp Ebanor Supermart Lekki Phase 1 Lekki Lagos ","  60,000 ",Added 26 May 2017,
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 2 Lagos Banana Island Ikoyi Lagos ","  20,000,000 ",Added 25 May 2017,444
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Simeon Akinola Street, Oniru Oniru Victoria Island Lagos ","  5,000,000 ",Added 25 May 2017,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 After Lagos Business School, By Nipco Filling Station. Sangotedo. Ajah Sangotedo Ajah Lagos ","  900,000 ",Added 24 May 2017,223
4 BEDROOM TOWNHOUSE FOR RENT,"


 Park View Estate Parkview Estate Ikoyi Lagos ","  8,000,000 ",Added 23 May 2017,441
8 BEDROOM COMMERCIAL PROPERTY FOR RENT,"


 10 Gidado Alimosho Abeokuta Express Lagos ","  350,000 ",Added 23 May 2017,822
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chevron Drive Lekki Lagos ","  2,500,000 ",Added 22 May 2017,34
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 45 2017 Homes Lekki Phase 1 Lekki Lagos ",  2 ,Added 21 May 2017,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Bourdillon Ikoyi Ikoyi Lagos ","  6,500,000 ",Added 18 May 2017,343
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Victoria Island Victoria Island Lagos ","  10,000,000 ",Added 18 May 2017,343
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Victoria Island Victoria Island Lagos ","  2,000,000 ",Added 18 May 2017,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Victoria Island Victoria Island Lagos ","  8,000,000 ",Added 18 May 2017,343
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 After Lagos Business School, By Nipco Filling Station. Sangotedo. Ajah Sangotedo Ajah Lagos ","  850,000 ",Added 17 May 2017,223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 After Lagos Business School, By Nipco Filling Station. Sangotedo. Ajah Sangotedo Ajah Lagos ","  1,300,000 ",Added 17 May 2017,334
5 BEDROOM HOUSE FOR RENT,"


 Osapa Osapa Lekki Lagos ","  4,500,000 ",Added 17 May 2017,556
3 BEDROOM TERRACE FOR RENT,"


 Ayo Rosiji Street, Off Oduduwa Crescent, Ikeja Gra Ikeja Ikeja Lagos ","  3,500,000 ",Added 17 May 2017,334
4 BEDROOM HOUSE FOR RENT,"


 Osapa Osapa Lekki Lagos ","  3,000,000 ",Added 17 May 2017,445
5 BEDROOM HOUSE FOR RENT,"


 Igbo Efon Lekki Expressway Lekki Lagos ","  3,500,000 ",Added 17 May 2017,556
4 BEDROOM DUPLEX FOR RENT,"


 Vgc Victoria Garden City Lekki Lagos ","  3,200,000 ",Added 16 May 2017,445
4 BEDROOM DUPLEX FOR RENT,"


 Ologolo Agungi Lekki Lagos ","  2,300,000 ",Added 16 May 2017,445
3 BEDROOM DUPLEX FOR RENT,"


 Ologolo Agungi Lekki Lagos ","  2,300,000 ",Added 16 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikota Villa Estate Ikota Lekki Lagos ","  1,600,000 ",Added 16 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chevy View Estate Chevron Drive Lekki Lagos ","  2,200,000 ",Added 16 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Olokonla Sangotedo Ajah Lagos ","  1,200,000 ",Added 16 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Olokonla Sangotedo Ajah Lagos ","  900,000 ",Added 16 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Mobil Estate Road Ajah Ajah Lagos ","  700,000 ",Added 16 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ocean Palms Estate Sangotedo Ajah Lagos ","  1,000,000 ",Added 16 May 2017,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Mobil Estate Road Ajah Ajah Lagos ","  700,000 ",Added 16 May 2017,223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lbs Sangotedo Ajah Lagos ","  900,000 ",Added 13 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Infinity Estate Ajah Ajah Lagos ","  800,000 ",Added 13 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Infinity Estate Ajah Ajah Lagos ","  1,100,000 ",Added 13 May 2017,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Idado Agungi Lekki Lagos ","  1,800,000 ",Added 13 May 2017,223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Canaan Estate Sangotedo Ajah Lagos ","  750,000 ",Added 13 May 2017,223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ologolo Agungi Lekki Lagos ","  1,700,000 ",Added 12 May 2017,3427
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sinari Daranijo Street Victoria Island Victoria Island Lagos ","  5,000,000 ",Added 11 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Dedeolu Estate Oniru Victoria Island Lagos ","  3,000,000 ",Added 11 May 2017,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Surulere Surulere Lagos ","  150,000 ",Added 11 May 2017,11
2 BEDROOM HOUSE FOR RENT,"


 Sangotedo Ajah Lagos ","  300,000 ",Added 10 May 2017,22
ROOM OR BOYS QUARTER FOR RENT,"


 Ajosco Close Ajah Ajah Lagos ","  250,000 ",Added 10 May 2017,1
3 BEDROOM DUPLEX FOR RENT,"


 Alagutan Ajah Ajah Lagos ","  650,000 ",Added 10 May 2017,333
3 BEDROOM BUNGALOW FOR RENT,"


 Ajah Ajah Lagos ","  700,000 ",Added 10 May 2017,32
OFFICE FOR RENT,"


 4b Ichie Chris Off Abeke Animashaun Street Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  25,000 ",Added 09 May 2017,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Palace Rd Oniru Victoria Island Lagos ","  1,000,000 ",Added 08 May 2017,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Salvation Estate, Langbasa. Ajah. Lagos State Ajah Ajah Lagos ","  350,000 ",Added 07 May 2017,112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Seaside Estate, Badore.ajah. Lagos State Badore Ajah Lagos ","  800,000 ",Added 07 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Canaan Estate Sangotedo Ajah Lagos ","  1,100,000 ",Added 07 May 2017,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Seaside Estate, Badore.ajah. Lagos State Badore Ajah Lagos ","  850,000 ",Added 07 May 2017,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Marwa Lekki Phase 1 Lekki Lagos ","  2,200,000 ",Added 05 May 2017,221
OFFICE FOR RENT,"


 4b Ichie Chris Off Abeke Animashaun Lekki Phase 1 Lekki Lagos ","  25,000 ",Added 03 May 2017,
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 2 Lekki County Ikota Lekki Lagos ","  490,000 ",Added 30 Apr 2017,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 20/22 Alhaji Isiaka Imam Crescent, Off Unity Road Badore Ajah Lagos ","  750,000 ",Added 30 Apr 2017,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Tejumola Alimosho Abeokuta Express Lagos ","  250,000 ",Added 28 Apr 2017,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  3,000,000 ",Added 27 Apr 2017,33
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adebola Street, Surulere Surulere Surulere Lagos ","  300,000 ",Added 26 Apr 2017,111
1 BEDROOM OFFICE FOR RENT,"


 Akerele Road, Surulere Surulere Surulere Lagos ","  350,000 ",Added 26 Apr 2017,111
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Garuba Musa Street Idi Araba Surulere Lagos ","  400,000 ",Added 26 Apr 2017,211
2 BEDROOM HOUSE FOR RENT,"


 Ogba Off Ajayi Road, Aguda, Lagos Aguda Surulere Lagos ","  400,000 ",Added 25 Apr 2017,211
