Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
OFFICE FOR RENT,"


 Off Freedom Way Lekki Phase 1 Lekki Lagos ","  15,000,000 ","Updated 13 Nov 2022, Added 17 Sep 2021",
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  5,000,000 ","Updated 13 Nov 2022, Added 27 Jul 2022",4
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  5,500,000 ","Updated 13 Nov 2022, Added 29 Aug 2022",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Banana Island Ikoyi Lagos Banana Island Ikoyi Lagos ","  12,000,000/year ","Updated 13 Nov 2022, Added 09 Aug 2022",344
4 BEDROOM DUPLEX FOR RENT,"


 Victoria Bay 3 Chevron Drive Lekki Lagos ","  6,500,000,000/year ","Updated 13 Nov 2022, Added 27 Jun 2022",456
ROOM OR BOYS QUARTER FOR RENT,"


 Ikoyi Lagos ","  12,000,000 ","Updated 13 Nov 2022, Added 19 Jul 2022",
OFFICE FOR RENT,"


 Freedom Way Lekki Phase 1 Lekki Lagos ","  1,400,000 ","Updated 13 Nov 2022, Added 18 Sep 2021",
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  4,000,000 ","Updated 13 Nov 2022, Added 27 Jul 2022",445
FLAT & APARTMENT FOR RENT,"


 Lekki Lagos ","  7,500,000 ","Updated 13 Nov 2022, Added 18 Jul 2022",
4 BEDROOM HOUSE FOR RENT,"


 Lekki Phase I Lekki Lagos ","  10,000,000 ","Updated 13 Nov 2022, Added 02 Aug 2022",455
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  6,500,000 ","Updated 13 Nov 2022, Added 09 Aug 2022",445
5 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  6,000,000 ","Updated 13 Nov 2022, Added 09 Aug 2022",556
3 BEDROOM DUPLEX FOR RENT,"


 Agungi Lekki Agungi Lekki Lagos ","  4,500,000/year ","Updated 13 Nov 2022, Added 06 Jul 2022",34
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  4,500,000 ","Updated 13 Nov 2022, Added 03 Aug 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  5,000,000 ","Updated 13 Nov 2022, Added 12 Aug 2022",445
5 BEDROOM DUPLEX FOR RENT,"


 Osapa Lekki Lagos ","  10,000,000 ","Updated 13 Nov 2022, Added 12 Aug 2022",556
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  4,000,000/year ","Updated 13 Nov 2022, Added 27 Jul 2022",2
4 BEDROOM HOUSE FOR RENT,"


 Osapa London Lekki Lagos ","  4,500,000/year ","Updated 13 Nov 2022, Added 14 Aug 2022",455
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  5,000,000 ","Updated 13 Nov 2022, Added 29 Aug 2022",445
5 BEDROOM DUPLEX FOR RENT,"


 Omole Phase 2 Omole Ikeja Lagos ","  8,000,000/year ","Updated 13 Nov 2022, Added 27 Aug 2022",566
5 BEDROOM DUPLEX FOR RENT,"


 Omole Phase I Ikeja Lagos Omole Ikeja Lagos ","  7,500,000 ","Updated 13 Nov 2022, Added 30 Aug 2022",566
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Kilo Itire Ikate Surulere Lagos ","  1,700,000/year ","Updated 13 Nov 2022, Added 07 Jul 2022",232
1 BEDROOM MINI FLAT FOR RENT,"


 Adoo Addo Ajah Lagos ","  1,500,000/year ","Updated 13 Nov 2022, Added 16 Jul 2022",122
FLAT & APARTMENT FOR RENT,"


 Lekki Lagos ","  2,800,000 ","Updated 13 Nov 2022, Added 15 Jul 2022",
SHOP FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  2,500,000 ","Updated 13 Nov 2022, Added 23 Sep 2021",
1 BEDROOM MINI FLAT FOR RENT,"


 Ikate Lekki Ikate Elegushi Lekki Lagos ","  2,500,000/year ","Updated 13 Nov 2022, Added 25 Oct 2022",122
2 BEDROOM HOUSE FOR RENT,"


 Marshy Hill Estate Addo Ajah Lagos ","  1,200,000 ","Updated 13 Nov 2022, Added 26 Aug 2022",222
5 BEDROOM DUPLEX FOR RENT,"


 Lekki County Ikota Lekki Lagos ","  5,500,000/year ","Updated 13 Nov 2022, Added 04 Nov 2022",555
4 BEDROOM LAND FOR RENT,"


 Orchid Lekki Expressway Lekki Lagos ","  7,000,000 ","Updated 13 Nov 2022, Added 21 Jul 2022",444
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  4,000,000 ","Updated 13 Nov 2022, Added 29 Aug 2022",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikoyi Ikoyi Lagos ","  6,500,000/year ",Added 12 Nov 2022,344
4 BEDROOM BLOCK OF FLATS FOR RENT,"


 Onikoyi Ikoyi Ikoyi Lagos ","  12,000,000/year ",Added 12 Nov 2022,455
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Marcity Ago Palace Way Ago Palace Isolo Lagos ","  1,000,000/year ",Added 12 Nov 2022,223
3 BEDROOM DUPLEX FOR RENT,"


 Scheme 2 Ikota Lekki Lagos ","  3,000,000/year ",Added 11 Nov 2022,344
6 BEDROOM DUPLEX FOR RENT,"


 Scheme 2 Ikota Lekki Lagos ","  3,500,000/year ",Added 11 Nov 2022,699
4 BEDROOM TERRACE FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  10,000,000/year ",Added 11 Nov 2022,466
5 BEDROOM HOUSE FOR RENT,"


 Ocean Bay Area Lekki Lagos ","  7,000,000/year ",Added 11 Nov 2022,500
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Allen Avenue Allen Avenue Ikeja Lagos ","  1,500,000/year ",Added 11 Nov 2022,110
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Idimu Ejigbo Road Idimu Abeokuta Express Lagos ","  900,000/year ",Added 11 Nov 2022,200
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Valley Estate, Cement Close To Ikeja Lagos ","  1,100,000/year ",Added 11 Nov 2022,200
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Harmony Estate, Ifako Gbagada Lagos ","  2,000,000/year ",Added 11 Nov 2022,332
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Phase 2 Omole Ikeja Lagos ","  3,500,000/year ",Added 11 Nov 2022,300
HOUSE FOR RENT,"


 Adekunle Str Off Masaku Oshodi Lagos ","  38,000,000/year ",Added 11 Nov 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Pius Eze Estate Aboru Ipaja Agege Lagos ","  350,000/year ",Added 11 Nov 2022,110
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Layi Otegbade Street, Shomolu Yaba Lagos ","  1,000,000/year ",Added 11 Nov 2022,344
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oladimeji Enitan, Aguda Surulere Lagos ","  1,600,000/year ",Added 11 Nov 2022,233
6 BEDROOM HOUSE FOR RENT,"


 Aguda Aguda Surulere Lagos ","  3,500,000/year ",Added 11 Nov 2022,600
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Aguda Aguda Surulere Lagos ","  2,200,000/year ",Added 11 Nov 2022,344
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Evergreen Estate Phase One, Aboru Ipaja Agege Lagos ","  750,000/year ",Added 11 Nov 2022,220
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shonibare Estate Maryland Ikeja Lagos ","  4,000,000/year ",Added 11 Nov 2022,300
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shomolu Shomolu Yaba Lagos ","  800,000/year ",Added 11 Nov 2022,122
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ojodu Estate Ikeja Lagos ","  1,200,000/year ",Added 11 Nov 2022,222
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ogba Ikeja Lagos ","  500,000/year ",Added 11 Nov 2022,111
3 BEDROOM HOUSE FOR RENT,"


 Arowojobe Estate, Mende Ikeja Lagos ","  4,000,000 ",Added 11 Nov 2022,344
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Twin Obasa Street, Gbagada Gbagada Lagos ","  2,800,000 ",Added 11 Nov 2022,455
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Osolo Way Isolo Lagos ","  1,100,000/year ",Added 11 Nov 2022,303
3 BEDROOM HOUSE FOR RENT,"


 Buena Vista Estate Orchid Lekki Lagos ","  4,000,000/year ",Added 11 Nov 2022,300
5 BEDROOM HOUSE FOR RENT,"


 Oniru Oniru Victoria Island Lagos ","  10,000,000 ",Added 11 Nov 2022,566
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Millenuim Gbagada Gbagada Lagos ","  3,500,000/year ",Added 11 Nov 2022,344
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Josadat Estate.. Gbagada Gbagada Lagos ","  2,800,000/year ",Added 11 Nov 2022,344
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ifako Ijaye Ifako Gbagada Lagos ","  45,000,000 ",Added 11 Nov 2022,344
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Medina Medina Gbagada Lagos ","  1,800,000 ",Added 11 Nov 2022,233
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Fola Agoro Fola Agoro Yaba Lagos ","  3,000,000 ",Added 11 Nov 2022,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Arowojobe Estate, Mende Ikeja Lagos ","  3,000,000 ",Added 11 Nov 2022,344
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Akute Bus Stop Ogba Ikeja Lagos ","  300,000/year ",Added 11 Nov 2022,100
WAREHOUSE FOR RENT,"


 Ogba Ikeja Lagos ","  1,600,000/year ",Added 11 Nov 2022,000
1 BEDROOM SHOP FOR RENT,"


 Sabo Ojodu Ikeja Lagos ","  600,000/year ",Added 11 Nov 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Bajulaye Akoka Yaba Lagos ","  1,200,000/year ",Added 11 Nov 2022,220
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Oduduwa Road, Ikate Surulere Lagos ","  1,600,000/year ",Added 11 Nov 2022,222
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ojodu Abiodun Berger Ikeja Lagos ","  500,000/year ",Added 11 Nov 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Heritage Estate Aboru Ipaja Agege Lagos ","  700,000/year ",Added 11 Nov 2022,200
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Olorunishola Ipaja Agege Lagos ","  350,000/year ",Added 11 Nov 2022,110
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Goodluck Street Ogudu Ketu Lagos ","  1,000,000/year ",Added 11 Nov 2022,200
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  1,000,000/year ",Added 11 Nov 2022,112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Harmony Estate Gbagada Lagos ","  2,000,000/year ",Added 11 Nov 2022,323
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Gen.hospital Road Gbagada Lagos ","  3,000,000/year ",Added 11 Nov 2022,330
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alhaji Ottin Street Off Oduduwa Road Surulere Lagos ","  1,200,000/year ",Added 11 Nov 2022,300
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Akowonjo Road Baale Bus Stop Alimosho Abeokuta Express Lagos ","  1,200,000/year ",Added 11 Nov 2022,222
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ayodele Okeowo Street, By Chevron Round About Gbagada Lagos ","  3,000,000/year ",Added 11 Nov 2022,445
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Abeeb Oyewole Gbagada Lagos ","  1,700,000/year ",Added 11 Nov 2022,200
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Peace Estate Ipaja Agege Lagos ","  600,000/year ",Added 11 Nov 2022,110
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Peace Estate Ipaja Agege Lagos ","  1,000,000/year ",Added 11 Nov 2022,300
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Akowonjo Road Baale Bus Stop Alimosho Abeokuta Express Lagos ","  1,500,000/year ",Added 11 Nov 2022,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Akowonjo Road Baale Bus Stop Alimosho Abeokuta Express Lagos ","  1,600,000/year ",Added 11 Nov 2022,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Unity Road, Aboru Abule Egba Agege Lagos ","  200,000/year ",Added 11 Nov 2022,110
3 BEDROOM HOUSE FOR RENT,"


 Babatunde Off Ogulana Drive Surulere Lagos ","  2,300,000/year ",Added 11 Nov 2022,300
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oladimeji Off Enitan Surulere Lagos ","  1,600,000/year ",Added 11 Nov 2022,200
5 BEDROOM HOUSE FOR RENT,"


 Harmony Estate Magodo Isheri Ikeja Lagos ","  6,000,000/year ",Added 11 Nov 2022,500
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Surulere Lagos ","  2,000,000/year ",Added 11 Nov 2022,300
3 BEDROOM HOUSE FOR RENT,"


 Owolabi, Off Adetola Surulere Lagos ","  2,000,000/year ",Added 11 Nov 2022,300
