Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
4 BEDROOM TERRACE FOR RENT,"


 Thomas Estate Ajah Lagos ","  3,800,000 ","Updated 09 Jan 2023, Added 18 Nov 2022",445
3 BEDROOM TERRACE FOR RENT,"


 Sangotedo Ajah Lagos ","  3,300,000/year ","Updated 09 Jan 2023, Added 10 Nov 2022",334
3 BEDROOM OFFICE FOR RENT,"


 Century Axis Ago Palace Isolo Lagos ","  45,000,000 ",Added 09 Jan 2023,314
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Orchid Road Chevron Drive Lekki Lagos ","  2,000,000/year ",Added 07 Jan 2023,112
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  900,000 ",Added 07 Jan 2023,111
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Gra Ajah Ajah Lagos ","  3,500,000,000/year ",Added 07 Jan 2023,455
COMMERCIAL PROPERTY FOR RENT,"


 Lagos Ibadan Expressway Ikeja Lagos ","  27,000/sqm ",Added 06 Jan 2023,000
4 BEDROOM DUPLEX FOR RENT,"


 Oniru Victoria Island Lagos ","  10,000,000/year ",Added 06 Jan 2023,445
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Toll Gate Chevron Drive Lekki Lagos ","  5,000,000/year ",Added 06 Jan 2023,445
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  4,000,000/year ",Added 06 Jan 2023,445
1 BEDROOM SELF CONTAIN FOR RENT,"


 Martins Estate, Yakoyo/alagbole Ojodu Ikeja Lagos ","  170,000/year ",Added 06 Jan 2023,111
5 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  7,500,000/year ",Added 06 Jan 2023,556
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Emmanuel Keshi Street, Magodo Gra Phase 2 Magodo Shangisha Ketu Lagos ","  2,500,000/year ",Added 06 Jan 2023,233
4 BEDROOM DUPLEX FOR RENT,"


 Nicon Town Lekki Expressway Lekki Lagos ","  15,000,000 ",Added 06 Jan 2023,444
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Jakande Lekki Lagos ","  1,800,000/year ",Added 06 Jan 2023,233
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Area 1 Estate Salolo Bus Stop Off Abeokuta Express Alagbado Abeokuta Express Lagos ","  700,000/year ",Added 06 Jan 2023,222
BLOCK OF FLATS FOR RENT,"


 Abule Egba Abule Egba Agege Lagos ","  1,000,000/year ",Added 06 Jan 2023,000
SELF CONTAIN FOR RENT,"


 Ayobo Alimosho Abeokuta Express Lagos ","  250,000/year ",Added 06 Jan 2023,000
MINI FLAT FOR RENT,"


 Ipaja Ayobo Alimosho Abeokuta Express Lagos ","  700,000/year ",Added 06 Jan 2023,000
MINI FLAT FOR RENT,"


 Abule Egba Abule Egba Agege Lagos ","  500,000/year ",Added 06 Jan 2023,000
MINI FLAT FOR RENT,"


 Alakuko Abule Egba Agege Lagos ","  400,000/year ",Added 06 Jan 2023,000
BLOCK OF FLATS FOR RENT,"


 Ogba Ogba Ikeja Lagos ","  1,200,000/year ",Added 06 Jan 2023,000
DUPLEX FOR RENT,"


 Oko Oba Abule Egba Agege Lagos ","  1,500,000/year ",Added 06 Jan 2023,000
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 New Oko Oba Abule Egba Agege Lagos ","  900,000/year ",Added 06 Jan 2023,333
1 BEDROOM MINI FLAT FOR RENT,"


 Oko Oba Agege Abule Egba Agege Lagos ","  500,000/year ",Added 06 Jan 2023,111
MINI FLAT FOR RENT,"


 Bada Ipaja Agege Lagos ","  350,000/year ",Added 06 Jan 2023,000
BLOCK OF FLATS FOR RENT,"


 Abule Egba Abule Egba Agege Lagos ","  900,000/year ",Added 06 Jan 2023,000
BLOCK OF FLATS FOR RENT,"


 Area1 Est. Adura/salolo Abule Egba Agege Lagos ","  900,000/year ",Added 06 Jan 2023,000
4 BEDROOM DUPLEX FOR RENT,"


 Orchid Ajah Lagos ","  4,000,000/year ",Added 05 Jan 2023,445
1 BEDROOM MINI FLAT FOR RENT,"


 Dolphin Estate Ikoyi Ikoyi Lagos ","  2,500,000/year ",Added 05 Jan 2023,112
4 BEDROOM DUPLEX FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  6,500,000/year ",Added 05 Jan 2023,444
OFFICE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  4,500,000/year ",Added 05 Jan 2023,000
5 BEDROOM DUPLEX FOR RENT,"


 Banana Island Ikoyi Lagos ","  30,000,000/year ",Added 05 Jan 2023,566
1 BEDROOM MINI FLAT FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  2,000,000/year ",Added 05 Jan 2023,112
4 BEDROOM DUPLEX FOR RENT,"


 Medina Gbagada Lagos ","  5,000,000/year ",Added 05 Jan 2023,445
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Palms City Estate Addo Ajah Lagos ","  1,500,000 ",Added 05 Jan 2023,233
1 BEDROOM MINI FLAT FOR RENT,"


 Oladoyinbo Street, Opp. Gt Bank, Avis Bus Stop, Aguda Ogba Ikeja Lagos ","  800,000/year ",Added 05 Jan 2023,112
OFFICE FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  2,352,000/year ",Added 05 Jan 2023,001
4 BEDROOM DUPLEX FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  10,000,000/year ",Added 05 Jan 2023,445
1 BEDROOM MINI FLAT FOR RENT,"


 Off Admiralty Way Lekki Phase 1 Lekki Lagos ","  1,900,000/year ",Added 05 Jan 2023,111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  4,000,000/year ",Added 05 Jan 2023,223
4 BEDROOM DUPLEX FOR RENT,"


 Agungi Lekki Lagos ","  4,500,000/year ",Added 05 Jan 2023,444
1 BEDROOM MINI FLAT FOR RENT,"


 River Valley Estate Ojodu Ikeja Lagos ","  1,000,000/year ",Added 05 Jan 2023,122
1 BEDROOM MINI FLAT FOR RENT,"


 River Valley Estate Ojodu Ikeja Lagos ","  1,000,000/year ",Added 05 Jan 2023,111
5 BEDROOM DUPLEX FOR RENT,"


 Millennium Estate Lekki Phase 1 Lekki Lagos ","  6,500,000 ",Added 05 Jan 2023,566
5 BEDROOM DUPLEX FOR RENT,"


 Off Admiralty Way Lekki Phase 1 Lekki Lagos ","  15,000,000 ",Added 05 Jan 2023,566
1 BEDROOM MINI FLAT FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  3,300,000/year ",Added 05 Jan 2023,111
4 BEDROOM DUPLEX FOR RENT,"


 Orchid Lekki Phase 2 Lekki Lagos ","  4,000,000 ",Added 05 Jan 2023,455
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Ikota Lekki Lagos ","  8,000,000 ",Added 05 Jan 2023,455
2 BEDROOM DUPLEX FOR RENT,"


 Second Toll Gate Lekki Phase 2 Lekki Lagos ","  4,500,000 ",Added 05 Jan 2023,233
4 BEDROOM DUPLEX FOR RENT,"


 Magodo Gra Phase 2 Magodo Shangisha Ketu Lagos ","  7,000,000 ",Added 05 Jan 2023,455
SHOP FOR RENT,"


 Off Fola Osibo Street Lekki Phase 1 Lekki Lagos ","  7,000,000/year ",Added 05 Jan 2023,011
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Opic Estate Ojodu Ikeja Lagos ","  1,500,000/year ",Added 04 Jan 2023,334
3 BEDROOM TERRACE FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  7,000,000/year ",Added 04 Jan 2023,334
1 BEDROOM MINI FLAT FOR RENT,"


 A Very Secured Estate Abijo Ajah Lagos ","  650,000/year ",Added 04 Jan 2023,122
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Badore Ajah Lagos ","  1,300,000/year ",Added 04 Jan 2023,222
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Badore Ajah Lagos ","  1,200,000/year ",Added 04 Jan 2023,333
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Plantinum Way Jakande Lekki Lagos ","  2,500,000/year ",Added 04 Jan 2023,222
LAND FOR RENT,"


 Ilara Road Epe/st Augustine University Epe Ajah Lagos ","  4,000,000 ",Added 04 Jan 2023,000
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Adekunle Yaba Yaba Lagos ","  1,800,000/year ",Added 04 Jan 2023,223
5 BEDROOM DUPLEX FOR RENT,"


 Ikeja Gra Ikeja Lagos ","  20,000,000/year ",Added 04 Jan 2023,555
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Road 1, Lekki Atlantic Garden Estate, Off General Paint Bus Stop Ajah Ajah Lagos ","  1,350,000/year ",Added 04 Jan 2023,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Banana Island Ikoyi Lagos ","  9,000,000/year ","Updated 04 Jan 2023, Added 20 Nov 2022",334
4 BEDROOM DUPLEX FOR RENT,"


 Ologolo Lekki Lagos ","  4,500,000/year ","Updated 04 Jan 2023, Added 08 Nov 2022",445
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Christ Avenue Lekki Phase 1 Lekki Lagos ","  5,500,000/year ","Updated 04 Jan 2023, Added 29 Nov 2022",223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Lagos ","  10,000,000/year ","Updated 04 Jan 2023, Added 08 Nov 2022",223
3 BEDROOM DUPLEX FOR RENT,"


 Victoria Island Victoria Island Lagos ","  5,000,000/year ","Updated 04 Jan 2023, Added 10 Nov 2022",333
4 BEDROOM DUPLEX FOR RENT,"


 Co Operative Villa Estate Badore Ajah Lagos ","  3,000,000/year ","Updated 04 Jan 2023, Added 08 Nov 2022",445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Victoria Island Lagos ","  10,000,000/year ","Updated 04 Jan 2023, Added 05 Nov 2022",334
1 BEDROOM MINI FLAT FOR RENT,"


 Addo Along Badore Road Addo Ajah Lagos ","  600,000/year ","Updated 04 Jan 2023, Added 06 Oct 2022",111
3 BEDROOM DUPLEX FOR RENT,"


 1004 Victoria Island Victoria Island Lagos ","  5,000,000/year ","Updated 04 Jan 2023, Added 29 Dec 2022",333
4 BEDROOM TERRACE FOR RENT,"


 Chevron Drive Lekki Lagos ","  3,500,000/year ","Updated 04 Jan 2023, Added 05 Dec 2022",445
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oyefeso Obanikoro Ikorodu Road Lagos ","  1,800,000/year ","Updated 04 Jan 2023, Added 17 Nov 2022",433
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Royalpalmwill Estate Badore Ajah Lagos Badore Ajah Lagos ","  1,000,000/year ","Updated 04 Jan 2023, Added 05 Oct 2022",222
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Osapa Lekki Lagos ","  7,500,000/year ","Updated 04 Jan 2023, Added 16 Nov 2022",444
1 BEDROOM MINI FLAT FOR RENT,"


 Oke Ira Addo Along Badore Road Ajah Lagos Addo Ajah Lagos ","  400,000/year ","Updated 04 Jan 2023, Added 05 Oct 2022",111
3 BEDROOM DUPLEX FOR RENT,"


 Victoria Island Victoria Island Lagos ","  12,000,000/year ","Updated 04 Jan 2023, Added 05 Nov 2022",334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Parkview Estate Ikoyi Lagos ","  6,500,000/year ","Updated 04 Jan 2023, Added 17 Nov 2022",33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shoreline Drive Ikoyi Ikoyi Lagos ","  7,000,000/year ","Updated 04 Jan 2023, Added 13 Nov 2022",223
5 BEDROOM DUPLEX FOR RENT,"


 Mende Ikeja Lagos ","  6,500,000/year ","Updated 04 Jan 2023, Added 11 Nov 2022",555
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Peaceville Estate Badore Ajah Lagos Badore Ajah Lagos ","  900,000/sqm ","Updated 04 Jan 2023, Added 12 Oct 2022",223
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Genesis Estate Ogba Ikeja Lagos ","  1,800,000/year ","Updated 04 Jan 2023, Added 01 Dec 2022",333
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  5,000,000/year ","Updated 04 Jan 2023, Added 27 Nov 2022",445
4 BEDROOM TOWNHOUSE FOR RENT,"


 Osborne Ikoyi Lagos ","  10,000,000/year ","Updated 04 Jan 2023, Added 14 Nov 2022",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Royalpalmwill Estate Badore Ajah Lagos Badore Ajah Lagos ","  900,000/year ","Updated 04 Jan 2023, Added 10 Oct 2022",334
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Mega Estate Badore Ajah Lagos Badore Ajah Lagos ","  1,700,000/year ","Updated 04 Jan 2023, Added 12 Oct 2022",334
4 BEDROOM TERRACE For Sale,"


 By Vgc Ikota Lekki Lagos ","  60,000,000 ","Updated 20 Feb 2023, Added 10 Feb 2023",445
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  8,000,000/year ","Updated 04 Jan 2023, Added 20 Nov 2022",445
4 BEDROOM TERRACE FOR RENT,"


 Ikota Lekki Lagos ","  3,500,000/year ","Updated 04 Jan 2023, Added 08 Nov 2022",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Peaceville Estate Badore Ajah Lagos Badore Ajah Lagos ","  1,500,000/year ","Updated 04 Jan 2023, Added 12 Oct 2022",334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Infinity Estate Ajah Lagos Ajah Ajah Lagos ","  1,300,000/year ","Updated 04 Jan 2023, Added 03 Nov 2022",334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikeja Ikeja Lagos ","  1,800,000/year ","Updated 04 Jan 2023, Added 17 Nov 2022",222
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Idado Lekki Lagos ","  2,500,000/year ","Updated 04 Jan 2023, Added 08 Nov 2022",334
4 BEDROOM DUPLEX FOR RENT,"


 Badore Ajah Lagos ","  2,300,000/year ","Updated 04 Jan 2023, Added 12 Oct 2022",445
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Osborne Phase 1 Ikoyi Ikoyi Lagos ","  7,500,000/year ","Updated 04 Jan 2023, Added 21 Nov 2022",223
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Greenville Estate Badore Ajah Lagos ","  1,000,000/year ","Updated 04 Jan 2023, Added 13 Oct 2022",334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Parkview Estate Ikoyi Lagos ","  6,500,000/year ","Updated 04 Jan 2023, Added 27 Nov 2022",334
1 BEDROOM MINI FLAT FOR RENT,"


 Infinity Estate Ajah Lagos Ajah Ajah Lagos ","  1,000,000/year ","Updated 04 Jan 2023, Added 03 Nov 2022",111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chevron Drive Lekki Lagos ","  3,000,000/year ","Updated 04 Jan 2023, Added 03 Dec 2022",334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Lagos ","  5,000,000/year ","Updated 04 Jan 2023, Added 20 Nov 2022",11
3 BEDROOM TOWNHOUSE FOR RENT,"


 Ikoyi Ikoyi Lagos ","  8,500,000/year ","Updated 04 Jan 2023, Added 27 Nov 2022",334
5 BEDROOM TERRACE FOR RENT,"


 Oniru Victoria Island Lagos ","  10,000,000/year ","Updated 04 Jan 2023, Added 20 Nov 2022",556
SHOP FOR RENT,"


 Klm 17 Sovs Plaza Adewale Bus Stop Along Badore Road Ajah Lagos Addo Ajah Lagos ","  450,000/year ","Updated 04 Jan 2023, Added 07 Oct 2022",
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  7,000,000/year ","Updated 04 Jan 2023, Added 18 Nov 2022",445
4 BEDROOM MINI FLAT FOR RENT,"


 Larry Crescent Ogombo Ajah Lagos ","  2,200,000/year ",Added 03 Jan 2023,445
4 BEDROOM MINI FLAT FOR RENT,"


 Larry Crescent Ogombo Ajah Lagos ",  222 ,Added 03 Jan 2023,445
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT,"


 By Chevron Tollgate Lekki Lagos ","  600,000/year ",Added 03 Jan 2023,111
4 BEDROOM DUPLEX FOR RENT,"


 Larry Crescent Ogombo Ajah Lagos ","  2,200,000/year ",Added 03 Jan 2023,445
