Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Victoria Island Victoria Island Lagos ","  13,000,000 ","Updated 20 Feb 2023, Added 18 Jan 2023",334
3 BEDROOM DUPLEX FOR RENT,"


 Ologolo Lekki Lagos ","  6,000,000 ","Updated 20 Feb 2023, Added 12 Dec 2022",3
10 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  45,000,000 ","Updated 20 Feb 2023, Added 17 Jan 2023",101010
4 BEDROOM TERRACE FOR RENT,"


 Ologolo Lekki Lagos ","  8,000,000/year ","Updated 20 Feb 2023, Added 12 Dec 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  6,500,000 ","Updated 20 Feb 2023, Added 14 Nov 2022",4
4 BEDROOM DUPLEX FOR RENT,"


 Ikoyi Ikoyi Lagos ","  30,000,000 ","Updated 20 Feb 2023, Added 18 Jan 2023",445
1 BEDROOM BLOCK OF FLATS FOR RENT,"


 Oniru Victoria Island Lagos ","  2,300,000 ","Updated 20 Feb 2023, Added 18 Jan 2023",112
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  5,000,000 ","Updated 20 Feb 2023, Added 23 Dec 2022",4
5 BEDROOM BLOCK OF FLATS FOR RENT,"


 Victoria Island Victoria Island Lagos ","  12,500,000/year ","Updated 20 Feb 2023, Added 23 Jan 2023",556
4 BEDROOM TERRACE FOR RENT,"


 Osapa Lekki Lagos ","  5,500,000/year ","Updated 20 Feb 2023, Added 13 Dec 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 Ikoyi Ikoyi Lagos ","  15,000,000 ","Updated 20 Feb 2023, Added 18 Jan 2023",445
3 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  6,000,000/year ","Updated 20 Feb 2023, Added 16 Dec 2022",334
4 BEDROOM BLOCK OF FLATS FOR RENT,"


 Banana Island Road Banana Island Ikoyi Lagos ","  12,000,000/year ","Updated 20 Feb 2023, Added 09 Feb 2023",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Banana Island Banana Island Ikoyi Lagos ","  16,000,000/year ","Updated 20 Feb 2023, Added 07 Feb 2023",334
5 BEDROOM DUPLEX FOR RENT,"


 Banana Island Ikoyi Lagos ","  85,000,000 ","Updated 20 Feb 2023, Added 24 Jan 2023",556
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  5,500,000 ","Updated 20 Feb 2023, Added 12 Dec 2022",4
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  15,000,000/year ","Updated 20 Feb 2023, Added 14 Feb 2023",445
5 BEDROOM BLOCK OF FLATS FOR RENT,"


 Victoria Island Victoria Island Lagos ","  15,000,000 ","Updated 20 Feb 2023, Added 18 Jan 2023",556
4 BEDROOM DUPLEX FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  7,500,000 ","Updated 20 Feb 2023, Added 12 Dec 2022",4
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Banana Island Ikoyi Lagos ","  11,000,000/year ","Updated 20 Feb 2023, Added 12 Jan 2023",334
4 BEDROOM DUPLEX FOR RENT,"


 Agungi Lekki Lagos ","  6,000,000/year ","Updated 20 Feb 2023, Added 24 Jan 2023",445
5 BEDROOM DUPLEX FOR RENT,"


 By Vintage Park Estate Ikate Elegushi Lekki Lagos ","  15,000,000 ","Updated 20 Feb 2023, Added 19 Jan 2023",556
DUPLEX FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  6,000,000 ","Updated 20 Feb 2023, Added 12 Dec 2022",
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  18,000,000/year ","Updated 20 Feb 2023, Added 21 Jan 2023",334
3 BEDROOM DUPLEX FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  3,500,000 ","Updated 20 Feb 2023, Added 07 Dec 2022",3
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  7,000,000/year ","Updated 20 Feb 2023, Added 26 Jan 2023",445
5 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  9,000,000 ","Updated 20 Feb 2023, Added 13 Jan 2023",556
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Right Lekki Lagos ","  4,000,000/year ","Updated 20 Feb 2023, Added 19 Jan 2023",223
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Right Lekki Lagos ","  4,500,000/year ","Updated 20 Feb 2023, Added 18 Jan 2023",334
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  12,000,000/year ","Updated 20 Feb 2023, Added 09 Feb 2023",445
1 BEDROOM BLOCK OF FLATS FOR RENT,"


 Rose Of Sharon Victoria Island Victoria Island Lagos "," $ 22,800 ","Updated 20 Feb 2023, Added 16 Jan 2023",112
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Banana Island Ikoyi Lagos ","  15,000,000/year ","Updated 20 Feb 2023, Added 20 Jan 2023",334
6 BEDROOM DUPLEX FOR RENT,"


 Off Admiralty Way Lekki Phase 1 Lekki Lagos ","  25,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",667
4 BEDROOM DUPLEX FOR RENT,"


 Ajah Ajah Lagos ","  5,000,000 ","Updated 20 Feb 2023, Added 22 Nov 2022",444
OFFICE FOR RENT,"


 Victoria Island Victoria Island Lagos ","  45,000/sqm ","Updated 20 Feb 2023, Added 03 Feb 2023",
4 BEDROOM DUPLEX FOR RENT,"


 Victoria Island Victoria Island Lagos ","  20,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",445
5 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  10,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",556
4 BEDROOM LAND FOR RENT,"


 Waterfront, Banana Island Banana Island Ikoyi Lagos ","  1,000,000/sqm ","Updated 20 Feb 2023, Added 03 Feb 2023",4
5 BEDROOM DUPLEX FOR RENT,"


 Osapa London Osapa Lekki Lagos ","  550,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",556
5 BEDROOM OFFICE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  8,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",5
SHOP FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  8,600,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",
5 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  11,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",55
COMMERCIAL PROPERTY FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  70,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",
SHOP FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  2,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",
2 BEDROOM OFFICE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  3,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",2
OFFICE FOR RENT,"


 Victoria Island Victoria Island Lagos ","  80,000/sqm ","Updated 20 Feb 2023, Added 03 Feb 2023",
SHOP FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  3,603,600 ","Updated 20 Feb 2023, Added 03 Feb 2023",
4 BEDROOM TERRACE FOR RENT,"


 Oniru Victoria Island Lagos ","  10,000,000 ","Updated 20 Feb 2023, Added 04 Feb 2023",445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Banana Island Ikoyi Lagos ","  15,000,000 ","Updated 20 Feb 2023, Added 22 Nov 2022",333
OFFICE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  40,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",
4 BEDROOM TERRACE FOR RENT,"


 Oniru Victoria Island Lagos ","  10,000,000 ","Updated 20 Feb 2023, Added 03 Feb 2023",445
4 BEDROOM HOUSE FOR RENT,"


 Ikoyi Ikoyi Lagos ","  25,000,000 ","Updated 20 Feb 2023, Added 04 Feb 2023",4
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Chevron Drive Lekki Lagos ","  12,000,000/year ","Updated 18 Feb 2023, Added 16 Feb 2023",445
4 BEDROOM DUPLEX FOR RENT,"


 Orchid Road By Chevron Toll Gate Chevron Drive Lekki Lagos ","  4,300,000/year ","Updated 18 Feb 2023, Added 26 Jan 2023",445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Pinnacle Oil Lekki Expressway Lekki Lagos ","  10,000,000 ","Updated 18 Feb 2023, Added 25 Nov 2022",334
5 BEDROOM DUPLEX FOR RENT,"


 Chevy View Estate Chevron Drive Lekki Lagos ","  5,500,000/year ","Updated 18 Feb 2023, Added 25 May 2022",556
4 BEDROOM DUPLEX FOR RENT,"


 Glover Ikoyi Ikoyi Lagos ","  20,000,000 ","Updated 18 Feb 2023, Added 10 Jan 2023",445
5 BEDROOM DUPLEX FOR RENT,"


 Banana Banana Island Ikoyi Lagos ","  30,000,000 ","Updated 18 Feb 2023, Added 04 Jan 2023",566
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adeola Odeku Victoria Island Victoria Island Lagos ","  18,000,000 ","Updated 18 Feb 2023, Added 05 Aug 2022",334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  4,500,000/year ","Updated 18 Feb 2023, Added 16 Jun 2022",222
5 BEDROOM DUPLEX FOR RENT,"


 Off Bust Street, Anthony Village. Anthony Ikorodu Road Lagos ","  30,000,000 ","Updated 18 Feb 2023, Added 27 Jun 2022",556
5 BEDROOM DUPLEX FOR RENT,"


 Igboefon Idado Lekki Lagos ","  4,500,000 ","Updated 18 Feb 2023, Added 09 Feb 2023",556
5 BEDROOM DUPLEX FOR RENT,"


 Banana Island Estate Residential Zone. Banana Island Ikoyi Lagos ","  25,000,000/year ","Updated 18 Feb 2023, Added 10 Feb 2023",567
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chevron, Lekki Chevron Drive Lekki Lagos ","  2,500,000 ","Updated 18 Feb 2023, Added 09 Feb 2023",223
5 BEDROOM DUPLEX FOR RENT,"


 Chevron Estate Chevron Drive Lekki Lagos ","  5,000,000/year ","Updated 18 Feb 2023, Added 21 Jan 2023",556
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  12,000,000/year ","Updated 18 Feb 2023, Added 29 Dec 2022",445
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Admiralty Road Lekki Phase 1 Lekki Lagos ","  8,000,000 ","Updated 18 Feb 2023, Added 09 Jan 2023",445
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Mobolaji Johnson Ikoyi Ikoyi Lagos "," $ 100,000 ","Updated 18 Feb 2023, Added 02 Jan 2022",45
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Lekki Phase 1 Lekki Lagos ","  5,000,000 ","Updated 18 Feb 2023, Added 20 May 2022",22
4 BEDROOM TERRACE FOR RENT,"


 Ilasan Ikate Elegushi Lekki Lagos ","  4,500,000 ","Updated 18 Feb 2023, Added 09 Jan 2023",445
OFFICE FOR RENT,"


 Ikate Lekki Phase 1 Lekki Lagos ","  68,000/sqm ","Updated 18 Feb 2023, Added 05 Dec 2022",
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Gerard Road Ikoyi Ikoyi Lagos ","  20,000,000 ","Updated 18 Feb 2023, Added 28 Aug 2021",34
10 BEDROOM HOUSE FOR RENT,"


 Lekki Lekki Phase 1 Lekki Lagos ","  38,000,000 ","Updated 18 Feb 2023, Added 19 May 2022",1010
4 BEDROOM TERRACE FOR RENT,"


 Orchid Road Chevron Drive Lekki Lagos ","  3,500,000/year ","Updated 18 Feb 2023, Added 12 Jan 2023",445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Thompson Avenue Ikoyi Ikoyi Lagos ","  10,000,000 ","Updated 18 Feb 2023, Added 09 Aug 2022",334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Ikate Elegushi Lekki Lagos ","  3,500,000/year ","Updated 18 Feb 2023, Added 23 Jun 2022",233
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Oral Estate Lekki Lagos Lekki Phase 2 Lekki Lagos ","  2,500,000/year ","Updated 18 Feb 2023, Added 15 Jan 2023",223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Orchid Road Lekki Lekki Phase 2 Lekki Lagos ","  2,500,000/year ","Updated 18 Feb 2023, Added 15 Jan 2023",222
4 BEDROOM TERRACE FOR RENT,"


 Chevron Drive Chevron Drive Lekki Lagos ","  6,000,000/year ","Updated 18 Feb 2023, Added 16 Feb 2023",445
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikota Lekki Lagos ","  3,300,000/year ","Updated 18 Feb 2023, Added 24 Aug 2022",344
4 BEDROOM TERRACE FOR RENT,"


 Ikota Lekki Lagos ","  4,500,000/year ","Updated 18 Feb 2023, Added 24 Aug 2022",455
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Parkview Parkview Estate Ikoyi Lagos ","  7,500,000 ","Updated 18 Feb 2023, Added 13 Jan 2023",333
4 BEDROOM DUPLEX FOR RENT,"


 Osapa Lekki Lagos ","  4,500,000/year ","Updated 18 Feb 2023, Added 18 Aug 2022",455
5 BEDROOM DUPLEX FOR RENT,"


 Lekki County Homes Ikota Lekki Lagos ","  7,000,000 ","Updated 18 Feb 2023, Added 27 Jan 2023",556
4 BEDROOM DUPLEX FOR RENT,"


 Off Orchid Road (2nd Tollgate) Lekki Lagos ","  4,000,000/year ",Added 17 Feb 2023,445
3 BEDROOM TERRACE FOR RENT,"


 Dunvale Court Lekki Phase 2 Lekki Lagos ","  3,200,000/year ","Updated 17 Feb 2023, Added 11 Jan 2023",334
4 BEDROOM TERRACE FOR RENT,"


 Ikoyi Ikoyi Lagos ","  15,000,000 ","Updated 17 Feb 2023, Added 22 Nov 2022",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Serene And Secured Estate In Agungi, Lekki Agungi Lekki Lagos ","  2,000,000/year ","Updated 17 Feb 2023, Added 06 Sep 2022",334
WAREHOUSE FOR RENT,"


 Jakande Jakande Lekki Lagos ","  10,000,000/year ","Updated 17 Feb 2023, Added 30 Jun 2022",
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Villa Estate Ikota Lekki Lagos ","  3,500,000/year ","Updated 17 Feb 2023, Added 08 Dec 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 Cowrie Creek Estate Ikate Ikate Elegushi Lekki Lagos ","  13,000,000 ","Updated 17 Feb 2023, Added 29 Jan 2023",455
4 BEDROOM TERRACE FOR RENT,"


 First Avenue Banana Island Ikoyi Banana Island Ikoyi Lagos ","  20,000,000/year ","Updated 17 Feb 2023, Added 04 Jan 2023",445
3 BEDROOM DUPLEX FOR RENT,"


 1004 Estate Victoria Island Victoria Island Lagos ","  8,000,000/year ","Updated 17 Feb 2023, Added 10 Feb 2023",334
4 BEDROOM DUPLEX FOR RENT,"


 Banana Island Estate* Banana Island Ikoyi Lagos ","  28,000,000 ","Updated 17 Feb 2023, Added 14 Aug 2022",455
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Villa Estate Ikota Lekki Lagos ","  4,200,000/year ","Updated 17 Feb 2023, Added 08 Dec 2022",445
4 BEDROOM TERRACE FOR RENT,"


 Chevron Drive Lekki Lagos ","  4,000,000 ","Updated 17 Feb 2023, Added 23 Dec 2022",4
4 BEDROOM TERRACE FOR RENT,"


 Pantheon Royal Estate Lekki Phase 2 Lekki Lagos ","  4,300,000/year ","Updated 17 Feb 2023, Added 11 Jan 2023",445
5 BEDROOM DUPLEX FOR RENT,"


 Victory Park Osapa Lekki Lagos ","  8,000,000/year ",Added 21 Feb 2023,556
3 BEDROOM TERRACE FOR RENT,"


 Ikota Lekki Lagos ","  3,500,000/year ",Added 21 Feb 2023,334
2 BEDROOM TERRACE FOR RENT,"


 Ikota Lekki Lagos ","  3,000,000/year ",Added 21 Feb 2023,223
4 BEDROOM TERRACE FOR RENT,"


 Ikota Lekki Lagos ","  4,000,000/year ",Added 21 Feb 2023,445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Banana Island Ikoyi Lagos ","  15,000,000/year ",Added 21 Feb 2023,334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Abraham Adesanya Abraham Adesanya Ajah Lagos ","  1,400,000 ",Added 21 Feb 2023,223
4 BEDROOM HOUSE FOR RENT,"


 2nd Toll Gate Lekki Lagos ","  4,000,000 ",Added 21 Feb 2023,4
4 BEDROOM TERRACE FOR RENT,"


 2nd Toll Gate Lekki Lagos ","  4,000,000 ",Added 21 Feb 2023,4
4 BEDROOM HOUSE FOR RENT,"


 Second Tollgate Lekki Lagos ","  4,200,000 ",Added 21 Feb 2023,4
4 BEDROOM TERRACE FOR RENT,"


 Second Tollgate Lekki Lagos ","  4,200,000 ",Added 21 Feb 2023,4
4 BEDROOM DUPLEX FOR RENT,"


 Ologolo Ologolo Lekki Lagos ","  7,000,000 ",Added 21 Feb 2023,445
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sangotedo Sangotedo Ajah Lagos ","  800,000 ",Added 21 Feb 2023,223
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Ikota Lekki Lagos ","  4,500,000 ",Added 21 Feb 2023,445
4 BEDROOM DUPLEX FOR RENT,"


 Lekki County Homes Ikota Lekki Lagos ","  5,000,000 ",Added 21 Feb 2023,445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  4,500,000 ",Added 21 Feb 2023,333
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  3,500,000 ",Added 21 Feb 2023,223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Orchid Lekki Lagos ","  3,000,000/year ",Added 21 Feb 2023,223
4 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  7,000,000 ",Added 21 Feb 2023,455
4 BEDROOM DUPLEX FOR RENT,"


 Behind Nicon Town Plantimum Way Ikate Lekki Phase 2 Lekki Lagos ","  8,000,000/year ",Added 21 Feb 2023,445
4 BEDROOM DUPLEX FOR RENT,"


 Vgc Victoria Garden City Lekki Lagos ","  4,000,000 ",Added 21 Feb 2023,445
5 BEDROOM DUPLEX FOR RENT,"


 Northern Foreshore Estate Lekki Chevron Drive Lekki Lagos ","  6,500,000/year ",Added 21 Feb 2023,556
5 BEDROOM DUPLEX FOR RENT,"


 Northern Foreshore Estate Chevron Drive Lekki Lagos ","  15,000,000/year ",Added 21 Feb 2023,556
1 BEDROOM MINI FLAT FOR RENT,"


 Opebi Opebi Ikeja Lagos ","  750,000/year ",Added 20 Feb 2023,111
5 BEDROOM DUPLEX FOR RENT,"


 Agungi Lekki Lagos ","  6,000,000/year ",Added 20 Feb 2023,556
5 BEDROOM DUPLEX FOR RENT,"


 Osapa Lekki Lagos ","  15,000,000/year ",Added 20 Feb 2023,556
5 BEDROOM DUPLEX FOR RENT,"


 Agungi Lekki Lagos ","  9,000,000/year ",Added 20 Feb 2023,556
2 BEDROOM OFFICE FOR RENT,"


 Opebi Opebi Ikeja Lagos ","  1,300,000 ",Added 20 Feb 2023,222
4 BEDROOM DUPLEX FOR RENT,"


 Awolowo Way Ikeja Ikeja Lagos ","  70,000,000/sqm ",Added 20 Feb 2023,445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Admiralty Lekki Phase 1 Lekki Lagos ","  6,000,000/year ","Updated 20 Feb 2023, Added 18 Jan 2023",334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Admiralty Lekki Phase 1 Lekki Lagos ","  3,500,000 ","Updated 20 Feb 2023, Added 25 Jan 2023",223
LAND FOR RENT,"


 Idowu Martins Victoria Island Victoria Island Lagos ","  40,000,000 ",Added 20 Feb 2023,
3 BEDROOM BUNGALOW FOR RENT,"


 Off Gbetu New Road Awoyaya Ajah Lagos ","  1,000,000/year ",Added 20 Feb 2023,333
OFFICE FOR RENT,"


 Adeniran Ogunsanya Surulere Surulere Lagos ","  40,000,000/year ",Added 20 Feb 2023,
4 BEDROOM DUPLEX FOR RENT,"


 Off Awolowo Way Ikeja Ikeja Lagos ","  4,500,000/year ",Added 20 Feb 2023,445
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  5,500,000/year ","Updated 20 Feb 2023, Added 11 Jan 2023",445
4 BEDROOM TERRACE FOR RENT,"


 Osapa Lekki Lagos ","  7,000,000/year ","Updated 20 Feb 2023, Added 27 Jan 2023",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Victoria Island Victoria Island Lagos ","  14,000,000/year ","Updated 20 Feb 2023, Added 18 Nov 2022",334
4 BEDROOM TERRACE FOR RENT,"


 Oniru Victoria Island Lagos ","  11,000,000/year ","Updated 20 Feb 2023, Added 25 Oct 2022",445
LAND FOR RENT,"


 Along Land Bridge Close To Shoprite, Oniru Victoria Island Lagos ","  600,000/sqm ","Updated 20 Feb 2023, Added 16 Nov 2022",
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Victoria Island Victoria Island Lagos ","  7,000,000/year ","Updated 20 Feb 2023, Added 28 Oct 2022",334
5 BEDROOM HOUSE FOR RENT,"


 Osapa Lekki Lagos ","  10,000,000/year ","Updated 20 Feb 2023, Added 08 Dec 2022",556
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Idado Lekki Lagos ","  4,500,000/year ","Updated 20 Feb 2023, Added 08 Dec 2022",334
4 BEDROOM TOWNHOUSE FOR RENT,"


 Oniru Victoria Island Lagos ","  8,000,000/year ","Updated 20 Feb 2023, Added 05 Nov 2022",445
4 BEDROOM TERRACE FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  7,000,000/year ","Updated 20 Feb 2023, Added 09 Nov 2022",445
4 BEDROOM TERRACE FOR RENT,"


 Osapa Lekki Lagos ","  6,000,000/year ","Updated 20 Feb 2023, Added 01 Dec 2022",445
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Idado Lekki Lagos ","  3,000,000/year ","Updated 20 Feb 2023, Added 24 Nov 2022",223
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Lekki Lagos ","  5,000,000/year ","Updated 20 Feb 2023, Added 23 Nov 2022",445
5 BEDROOM DUPLEX FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  9,500,000/year ","Updated 20 Feb 2023, Added 11 Nov 2022",556
4 BEDROOM TERRACE FOR RENT,"


 Oniru Victoria Island Lagos ","  10,000,000/year ","Updated 20 Feb 2023, Added 11 Nov 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 Oniru Victoria Island Lagos ","  10,000,000/year ","Updated 20 Feb 2023, Added 11 Nov 2022",445
5 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  375,000,000 ","Updated 20 Feb 2023, Added 24 Aug 2022",556
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Oral Estate Lekki Lagos ","  2,500,000/year ","Updated 20 Feb 2023, Added 02 Sep 2022",334
5 BEDROOM DUPLEX FOR RENT,"


 Megamond Lekki Lagos ","  230,000,000 ","Updated 20 Feb 2023, Added 05 Sep 2022",556
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  65,000,000 ","Updated 20 Feb 2023, Added 10 Aug 2022",223
4 BEDROOM DUPLEX FOR RENT,"


 2nd Toll Gate Lekki Expressway Lekki Lagos ","  85,000,000 ","Updated 20 Feb 2023, Added 16 Jun 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 2nd Toll Chevron Drive Lekki Lagos ","  3,800,000/year ","Updated 20 Feb 2023, Added 15 Jun 2022",444
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Vi Victoria Island Victoria Island Lagos ","  6,000,000/year ","Updated 20 Feb 2023, Added 27 May 2022",334
4 BEDROOM DUPLEX FOR RENT,"


 Chevron Lekki Lagos ","  5,000,000/year ","Updated 20 Feb 2023, Added 25 Jul 2022",445
5 BEDROOM DUPLEX FOR RENT,"


 Chevron Drive Lekki Lagos ","  180,000,000 ","Updated 20 Feb 2023, Added 13 Jun 2022",556
