Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Haruna Off College Road Ogba Ogba Ikeja Lagos ","  500,000/year ",Added 08 Sep 2022,110
FLAT & APARTMENT FOR RENT,"


 Off Herbert Macaulay Way Yaba Lagos ","  1,800,000 ",Added 08 Sep 2022,000
4 BEDROOM HOUSE FOR RENT,"


 Ikota Lekki Lagos ","  4,000,000 ",Added 08 Sep 2022,455
10 BEDROOM DUPLEX FOR RENT,"


 Ladoke Akintola Ikeja Gra Ikeja Lagos ","  25,000,000/year ",Added 08 Sep 2022,101010
4 BEDROOM TERRACE FOR RENT,"


 Orchid Hotel Road, Lekki Conservation Lekki Phase 2 Lekki Lagos ","  3,500,000/year ",Added 08 Sep 2022,445
COMMERCIAL PROPERTY FOR RENT,"


 Victoria Island Lagos ","  1,200,000/year ",Added 08 Sep 2022,003
COMMERCIAL PROPERTY FOR RENT,"


 Nbc Road Ikorodu Road Lagos ","  1,000,000/year ",Added 08 Sep 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Fashola Estate Along Igbogbo Bayeku Road Agege Lagos ","  200,000/year ",Added 08 Sep 2022,111
2 BEDROOM HOUSE FOR RENT,"


 Oke Ira Ogba Ikeja Lagos ","  1,300,000/year ",Added 08 Sep 2022,200
1 BEDROOM WAREHOUSE FOR RENT,"


 Ajeloro Fish Market Ijora Olopa Apapa Lagos ","  750,000/month ",Added 08 Sep 2022,1
3 BEDROOM HOUSE FOR RENT,"


 Oregun Ikeja Oregun Ikeja Lagos ","  2,000,000/year ",Added 08 Sep 2022,300
WAREHOUSE FOR RENT,"


 Orile Agege Agege Lagos ","  45,000,000/year ",Added 08 Sep 2022,000
3 BEDROOM HOUSE FOR RENT,"


 Akowonjo Akowonjo Agege Lagos ","  1,300,000 ",Added 08 Sep 2022,300
4 BEDROOM HOUSE FOR RENT,"


 Gated Estate Beside Gowon Egbeda Ipaja Egbeda Agege Lagos ","  1,800,000 ",Added 08 Sep 2022,400
HOUSE FOR RENT,"


 Oko Oba Gra Estate Agege Lagos ","  1,200,000 ",Added 08 Sep 2022,000
3 BEDROOM HOUSE FOR RENT,"


 Gated Estate Beside Gowon Egbeda Ipaja Egbeda Agege Lagos ","  1,500,000 ",Added 08 Sep 2022,300
2 BEDROOM HOUSE FOR RENT,"


 Gated Estate Beside Gowon Egbeda Ipaja Agege Lagos ","  1,200,000 ",Added 08 Sep 2022,200
4 BEDROOM HOUSE FOR RENT,"


 Gated Estate Cement Beside Ikeja Ikeja Lagos ","  3,500,000 ",Added 08 Sep 2022,400
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Millennium Estate Gbagada Lagos ","  3,500,000 ",Added 07 Sep 2022,334
FLAT & APARTMENT FOR RENT,"


 Bariga/somolu Bariga Gbagada Lagos ","  400,000/year ",Added 07 Sep 2022,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Millennium Estate Gbagada Lagos ","  3,000,000 ",Added 07 Sep 2022,334
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Medina Gbagada Lagos ","  3,000,000 ",Added 07 Sep 2022,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Brown Aguda Surulere Lagos ","  2,000,000/year ",Added 07 Sep 2022,334
4 BEDROOM DUPLEX FOR RENT,"


 Victoria Court 2, Orchid Road Lekki Lagos ","  4,500,000/year ",Added 07 Sep 2022,445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Beside Cooperative Villa Estate Badore Ajah Lagos ","  1,500,000/year ",Added 07 Sep 2022,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Beside Cooperative Villa Estate Badore Ajah Lagos ","  800,000/year ",Added 07 Sep 2022,223
3 BEDROOM HOUSE FOR RENT,"


 Ikeja Lagos ","  1,200,000/year ",Added 07 Sep 2022,300
LAND FOR RENT,"


 Allen Avenue Ikeja Lagos ","  8,000,000/year ",Added 07 Sep 2022,000
3 BEDROOM HOUSE FOR RENT,"


 Yaba Lagos ","  3,000,000/year ",Added 07 Sep 2022,300
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  900,000/year ",Added 07 Sep 2022,200
FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  400,000/year ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Gbagada Lagos ","  400,000/year ",Added 07 Sep 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  800,000/year ",Added 07 Sep 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Grandmate Lekki Lagos ","  1,200,000/year ",Added 07 Sep 2022,223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 7 And 8 Isolo Lagos ","  2,000,000/year ",Added 07 Sep 2022,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Gbagada Lagos ","  2,500,000/year ",Added 07 Sep 2022,300
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Apata Yaba Lagos ","  650,000/year ",Added 07 Sep 2022,100
FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  250,000/year ",Added 07 Sep 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 4th Avenue Festac Festac Lagos ","  700,000/year ",Added 07 Sep 2022,112
FLAT & APARTMENT FOR RENT,"


 Onike Iwaya Iwaya Yaba Lagos ","  500,000/year ",Added 07 Sep 2022,000
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  800,000/year ",Added 07 Sep 2022,222
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ilupeju Ikorodu Road Lagos ","  850,000 ",Added 07 Sep 2022,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Abiodun Shomolu Yaba Lagos ","  800,000/year ",Added 07 Sep 2022,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ilupeju Ikorodu Road Lagos ","  1,000,000 ",Added 07 Sep 2022,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ilaje Road Akoka Yaba Lagos ","  600,000/year ",Added 07 Sep 2022,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Coper Railway Compound Yaba Lagos ","  2,000,000/year ",Added 07 Sep 2022,300
5 BEDROOM HOUSE FOR RENT,"


 Jakande Lekki Lagos ","  6,000,000 ",Added 07 Sep 2022,500
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Opebi Ikeja Lagos ","  3,000,000 ",Added 07 Sep 2022,300
FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  500,000 ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Ogudu Ketu Lagos ","  700,000 ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Shomolu Yaba Lagos ","  500,000/year ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Sabo Yaba Lagos ","  500,000/year ",Added 07 Sep 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shomolu Yaba Lagos ","  800,000/year ",Added 07 Sep 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  2,000,000 ",Added 07 Sep 2022,200
FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  300,000/year ",Added 07 Sep 2022,000
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ojota Ketu Lagos ","  1,300,000/year ",Added 07 Sep 2022,200
FLAT & APARTMENT FOR RENT,"


 Ikeja Lagos ","  400,000/year ",Added 07 Sep 2022,000
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikeja Lagos ","  1,800,000/year ",Added 07 Sep 2022,223
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Isolo Lagos ","  700,000/year ",Added 07 Sep 2022,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alapere Ketu Lagos ","  700,000/year ",Added 07 Sep 2022,100
WAREHOUSE FOR RENT,"


 Isolo Lagos ","  2,000,000/year ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Ogudu Ketu Lagos ","  700,000/year ",Added 07 Sep 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Surulere Lagos ","  600,000/year ",Added 07 Sep 2022,100
6 BEDROOM HOUSE FOR RENT,"


 Lekki Lagos ","  5,000,000/year ",Added 07 Sep 2022,600
7 BEDROOM COMMERCIAL PROPERTY FOR RENT,"


 Ogudu Ketu Lagos ","  7,000,000/year ",Added 07 Sep 2022,700
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sabo Yaba Lagos ","  1,500,000/year ",Added 07 Sep 2022,322
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Bode Thomas Oshodi Lagos ","  900,000/year ",Added 07 Sep 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Banana Island Ikoyi Lagos ","  13,800,000/year ",Added 07 Sep 2022,200
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Banana Island Ikoyi Lagos ","  10,800,000/year ",Added 07 Sep 2022,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Berger Ikeja Lagos ","  500,000/year ",Added 07 Sep 2022,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  1,000,000 ",Added 07 Sep 2022,100
FLAT & APARTMENT FOR RENT,"


 Daratohs Court Akora Villas Off Ikeja Lagos ","  4,500,000 ",Added 07 Sep 2022,000
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Estate Ikeja Lagos ","  3,500,000/year ",Added 07 Sep 2022,334
FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  500,000 ",Added 07 Sep 2022,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Iwaya Yaba Lagos ","  800,000 ",Added 07 Sep 2022,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shomolu Yaba Lagos ","  800,000 ",Added 07 Sep 2022,120
COMMERCIAL PROPERTY FOR RENT,"


 Agege Lagos ","  1,200,000 ",Added 07 Sep 2022,000
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shomolu Yaba Lagos ","  1,600,000/year ",Added 07 Sep 2022,300
3 BEDROOM COMMERCIAL PROPERTY FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  10,000,000 ",Added 07 Sep 2022,300
3 BEDROOM HOUSE FOR RENT,"


 Grenadine Estate Sangotedo Ajah Lagos ","  2,500,000 ",Added 07 Sep 2022,300
FLAT & APARTMENT FOR RENT,"


 Ogudu Ketu Lagos ","  1,500,000 ",Added 07 Sep 2022,000
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Iwaya Yaba Lagos ","  1,800,000 ",Added 07 Sep 2022,300
FLAT & APARTMENT FOR RENT,"


 Off Kudirat Abiola Way, Oregun Ikeja Lagos ","  2,000,000 ",Added 07 Sep 2022,000
3 BEDROOM HOUSE FOR RENT,"


 Banana Island Ikoyi Lagos ","  17,000,000 ",Added 07 Sep 2022,300
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Eleganza Garden Opposite Lekki Lagos ","  1,400,000/year ",Added 07 Sep 2022,100
FLAT & APARTMENT FOR RENT,"


 Ikeja Lagos ","  3,000,000 ",Added 07 Sep 2022,000
3 BEDROOM HOUSE FOR RENT,"


 Ajah Lagos ","  3,000,000/year ",Added 07 Sep 2022,300
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chevron Toll Gate Lekki Lagos ","  2,500,000/year ",Added 07 Sep 2022,300
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ojodu Abiodun Ojodu Ikeja Lagos ","  250,000/year ",Added 07 Sep 2022,110
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Unilag Estate Magodo Isheri Ikeja Lagos ","  400,000/year ",Added 07 Sep 2022,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Gemade Estate, Gowon Estate Agege Lagos ","  1,800,000/year ",Added 07 Sep 2022,333
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Aiyetobi Amikanle Off Ait Alagbado Ojodu Ikeja Lagos ","  350,000/year ",Added 07 Sep 2022,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Governor's Road Ikotun Ikotun Isolo Lagos ","  500,000/year ",Added 07 Sep 2022,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  1,100,000/year ",Added 07 Sep 2022,100
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 James Robertson Street Surulere Lagos ","  1,800,000/year ",Added 07 Sep 2022,322
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lagos Street Off Karonwi Road, Ijesha Surulere Lagos ","  800,000/year ",Added 07 Sep 2022,322
FLAT & APARTMENT FOR RENT,"


 Alapere Ketu Lagos ","  1,100,000/year ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Ikeja Lagos ","  2,500,000/year ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Ikeja Lagos ","  7,000,000 ",Added 07 Sep 2022,000
FLAT & APARTMENT FOR RENT,"


 Off Association Avenue, Ikorodu Road Lagos ","  800,000 ",Added 07 Sep 2022,000
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ramlat Timson Surulere Lagos ","  1,300,000/year ",Added 07 Sep 2022,200
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Kudirat Abiola Way,oregun Road, Oregun Ikeja Lagos ","  2,000,000/year ",Added 07 Sep 2022,300
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 5th Avenue Abesan Estate , Ipaja Agege Lagos ","  700,000/year ",Added 07 Sep 2022,333
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Backery Bustop Akowonjo Akowonjo Agege Lagos ","  2,000,000/year ",Added 07 Sep 2022,444
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Command, Ipaja Ipaja Agege Lagos ","  350,000/year ",Added 07 Sep 2022,122
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 United Estate Alagbole Ojodu Ikeja Lagos ","  450,000/year ",Added 07 Sep 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shagari Estate, Mosan Egbeda Agege Lagos ","  700,000/year ",Added 07 Sep 2022,222
6 BEDROOM HOUSE FOR RENT,"


 Ikeja Lagos ","  7,000,000/year ",Added 07 Sep 2022,600
FLAT & APARTMENT FOR RENT,"


 Lagos Island Lagos ","  1,300,000 ",Added 07 Sep 2022,000
3 BEDROOM HOUSE FOR RENT,"


 Iyana Ipaja Agege Lagos ","  1,200,000/year ",Added 07 Sep 2022,333
SHOP FOR RENT,"


 Odozi Road, Ojodu Ikeja Lagos ","  750,000/year ",Added 07 Sep 2022,000
4 BEDROOM HOUSE FOR RENT,"


 Iyana Ipaja Agege Lagos ","  1,500,000/year ",Added 07 Sep 2022,444
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Dangote Ipaja Agege Lagos ","  400,000/year ",Added 07 Sep 2022,300
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Spg Road, Ologolo Lekki Lagos ","  1,500,000/year ",Added 07 Sep 2022,110
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Governor's Road Ikotun Ikotun Isolo Lagos ","  700,000/year ",Added 07 Sep 2022,222
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Glory Estate Agbenuba White House Command Egbeda Agege Lagos ","  700,000/year ",Added 07 Sep 2022,333
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Okunola Street Egbeda Agege Lagos ","  1,500,000/year ",Added 07 Sep 2022,322
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Peace Estate Gbagada Lagos ","  1,600,000/year ",Added 07 Sep 2022,200
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Peace Estate, Baruwa Ipaja Ipaja Agege Lagos ","  650,000/year ",Added 07 Sep 2022,222
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Genesis Estate Aboru, Iyanaipaja Ipaja Agege Lagos ","  600,000/year ",Added 07 Sep 2022,233
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off College Road Ogba Ikeja Lagos ","  2,500,000/year ",Added 07 Sep 2022,300
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Eti Osa Sangotedo Ajah Lagos ","  800,000/year ",Added 07 Sep 2022,300
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sabo Road Ojodu Ikeja Lagos ","  800,000/year ",Added 07 Sep 2022,304
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 4, Kudirat Soule Street, Behind Coker Street, Opp Veritas Medical Clinic Ltd, College Road Ogba Ikeja Lagos ","  500,000/year ",Added 07 Sep 2022,200
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off 31 Road Gowon Estate, Egbeda Agege Lagos ","  700,000/year ",Added 07 Sep 2022,200
2 BEDROOM HOUSE FOR RENT,"


 Extension, Omole Ikeja Lagos ","  1,500,000/year ",Added 07 Sep 2022,200
5 BEDROOM HOUSE FOR RENT,"


 Ikosi Ketu Lagos ","  8,500,000/year ",Added 07 Sep 2022,500
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Around Lbs Ajah Lagos ","  1,000,000/year ",Added 07 Sep 2022,200
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Around Lbs Ajah Lagos ","  800,000/year ",Added 07 Sep 2022,100
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 General Bus Stop, Lasu Igando Road Igando Isolo Lagos ","  400,000/year ",Added 07 Sep 2022,200
3 BEDROOM HOUSE FOR RENT,"


 Iyana Paja Behind Danco Filling Station (closer To Express) Agege Lagos ","  1,500,000 ",Added 07 Sep 2022,323
3 BEDROOM HOUSE FOR RENT,"


 Off Brown Road Surulere Lagos ","  2,000,000/year ",Added 07 Sep 2022,300
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikola Not Far To The Bus Stop Ipaja Agege Lagos ","  450,000/year ",Added 07 Sep 2022,203
