Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
4 BEDROOM TOWNHOUSE FOR RENT,"


 Acadia Mews Estate, Agungi, Lekki Agungi Lekki Lagos ","  2,200,000 ",Added 13 Nov 2015,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Gardens, Ikate Ikate Elegushi Lekki Lagos ","  2,500,000 ",Added 13 Nov 2015,31
4 BEDROOM HOUSE FOR RENT,"


 Off Kuela Road, Ikate Ikate Elegushi Lekki Lagos ","  350,000 ",Added 13 Nov 2015,44
OFFICE FOR RENT,"


 Ribadu Road, Ikoyi Ikoyi Ikoyi Lagos ","  7,000,000 ",Added 13 Nov 2015,
2 BEDROOM DUPLEX FOR RENT,"


 Norman Williams Avenue, Ikoyi Ikoyi Ikoyi Lagos ","  2,500,000 ",Added 13 Nov 2015,22
OFFICE FOR RENT,"


 Raymond Njoku Avenue, Awolowo Road, Ikoyi Ikoyi Ikoyi Lagos ","  40,000 ",Added 13 Nov 2015,
4 BEDROOM DUPLEX FOR RENT,"


 Off Mcpherson Street, Bourdillon Drive, Ikoyi Ikoyi Ikoyi Lagos ","  12,928,500 ",Added 13 Nov 2015,42
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Awolowo Road, Ikoyi Ikoyi Ikoyi Lagos ","  4,500,000 ",Added 13 Nov 2015,33
4 BEDROOM TOWNHOUSE FOR RENT,"


 Mekunwen Street, Off Queen Drive, Ikoyi Ikoyi Ikoyi Lagos ","  7,956,000 ",Added 13 Nov 2015,44
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Cameroon Green Estate, 2nd Avenue, Old Ikoyi Ikoyi Ikoyi Lagos ","  12,928,500 ",Added 13 Nov 2015,46
3 BEDROOM TERRACE FOR RENT,"


 Palace Road, Oniru, Victoria Island Victoria Island Victoria Island Lagos ","  3,500,000 ",Added 13 Nov 2015,32
3 BEDROOM TERRACE FOR RENT,"


 Palace Road, Oniru, Victoria Island Victoria Island Victoria Island Lagos ","  2,500,000 ",Added 13 Nov 2015,32
4 BEDROOM TOWNHOUSE FOR RENT,"


 Oduduwa Cresent Ikeja Ikeja Lagos ","  7,000,000 ",Added 13 Nov 2015,45
OFFICE FOR RENT,"


 Adekunle Fajuyi Way, Ikeja G.r.a Ikeja Ikeja Lagos ","  1,500,000 ",Added 13 Nov 2015,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onabanjo Street, Ketu Alapere Ikosi Ketu Lagos ","  400,000 ",Added 13 Nov 2015,32
3 BEDROOM TERRACE FOR RENT,"


 Mende Villa Estate, Maryland Maryland Ikeja Lagos ","  3,000,000 ",Added 13 Nov 2015,32
4 BEDROOM TERRACE FOR RENT,"


 Mende Villa Estate, Maryland Maryland Ikeja Lagos ","  3,500,000 ",Added 13 Nov 2015,42
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Arowojobe Estate, Maryland Maryland Ikeja Lagos ","  1,500,000 ",Added 13 Nov 2015,31
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Arowojobe Estate, Maryland Maryland Ikeja Lagos ","  2,000,000 ",Added 13 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 17 Alhaji Alade Odunewu Street, Parkview Estate, Ikoyi Parkview Estate Ikoyi Lagos ","  1,800,000 ",Added 13 Nov 2015,33
4 BEDROOM DUPLEX FOR RENT,"


 Ikeja Gra Ikeja Ikeja Lagos ","  8,000,000 ",Added 13 Nov 2015,445
4 BEDROOM DUPLEX FOR RENT,"


 Dolphin Estate Ikoyi Ikoyi Lagos ","  10,000,000 ",Added 12 Nov 2015,44
4 BEDROOM TERRACE FOR RENT,"


 Palace Road, Oniru, Victoria Island Victoria Island Victoria Island Lagos ","  4,000,000 ",Added 12 Nov 2015,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Bishop Oluwole, Victoria Island Victoria Island Victoria Island Lagos ","  4,500,000 ",Added 12 Nov 2015,33
3 BEDROOM DUPLEX FOR RENT,"


 Lkate Ikate Elegushi Lekki Lagos ","  1,800,000 ",Added 11 Nov 2015,33
1 BEDROOM DUPLEX FOR RENT,"


 Lkate Ikate Elegushi Lekki Lagos ","  750,000 ",Added 11 Nov 2015,11
2 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase1 Lekki Phase 1 Lekki Lagos ","  2,000,000 ",Added 11 Nov 2015,22
3 BEDROOM DUPLEX FOR RENT,"


 Banana Lsland Banana Island Ikoyi Lagos ","  19,000,000 ",Added 11 Nov 2015,33
3 BEDROOM DUPLEX FOR RENT,"


 Agungi Agungi Lekki Lagos ","  1,800,000 ",Added 11 Nov 2015,32
4 BEDROOM DUPLEX FOR RENT,"


 Lekki Right, Directly Opposite Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  5,500,000 ",Added 11 Nov 2015,44
5 BEDROOM DUPLEX FOR RENT,"


 Lekki Right, Directly Opposite Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  5,500,000 ",Added 11 Nov 2015,55
5 BEDROOM DUPLEX FOR RENT,"


 Lekki Right, Directly Opposite, Lekki Phase 1 Lekki Expressway Lekki Lagos ","  5,500,000 ",Added 11 Nov 2015,55
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Right, Directly Opposite Lekki Phase1 Lekki Expressway Lekki Lagos ","  2,500,000 ",Added 11 Nov 2015,33
2 BEDROOM COMMERCIAL PROPERTY FOR RENT,"


 Bar Lane Victoria Island Victoria Island Lagos ","  13,000,000 ",Added 11 Nov 2015,22
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Magodo, Gra Shangisha, Phase 2 Magodo Shangisha Ketu Lagos ","  23,000 ",Added 11 Nov 2015,21
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Louis Solomon Close, Off Ahmadu Bello Way, Victoria Island Victoria Island Victoria Island Lagos ","  7,000,000 ",Added 11 Nov 2015,32
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Olasimbo Street, Onike Onike Yaba Lagos ","  600,000 ",Added 11 Nov 2015,22
4 BEDROOM TERRACE FOR RENT,"


 Lekki Ville Lekki Phase 1 Lekki Lagos ","  4,000,000 ",Added 11 Nov 2015,44
4 BEDROOM TERRACE FOR RENT,"


 Unity Close Banana Island Ikoyi Lagos ","  8,000,000 ",Added 11 Nov 2015,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shonibare, Maryland Maryland Ikeja Lagos ","  3,000,000 ",Added 10 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Magodo Gra Phase 2, Shangisha Magodo Shangisha Ketu Lagos ","  2,000,000 ",Added 10 Nov 2015,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Peace Land Estate, Ajah Ajah Ajah Lagos ","  800,000 ",Added 10 Nov 2015,22
2 BEDROOM BUNGALOW FOR RENT,"


 Cooperative Estate, Badore , Ajah Ajah Ajah Lagos ","  750,000 ",Added 10 Nov 2015,22
3 BEDROOM DUPLEX FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  2,500,000 ",Added 10 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Canaan Land Estate, Ajah Ajah Ajah Lagos ","  800,000 ",Added 10 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 University View Estate, Ajah Ajah Ajah Lagos ","  800,000 ",Added 10 Nov 2015,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Cele Bus Stop Isolo Isolo Lagos ","  850,000 ",Added 10 Nov 2015,22
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ajah Ajah Ajah Lagos ","  1,000,000 ",Added 10 Nov 2015,22
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Graceland Estate, Ajah Ajah Ajah Lagos ","  1,300,000 ",Added 10 Nov 2015,31
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Unity Estate, Badore Ajah Ajah Ajah Lagos ","  750,000 ",Added 10 Nov 2015,21
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Palm Crescent, Badore, Ajah Ajah Ajah Lagos ","  1,000,000 ",Added 10 Nov 2015,31
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Soleye Crescent, Off Ogunlana Drive Surulere Surulere Lagos ","  1,500,000 ",Added 10 Nov 2015,33
4 BEDROOM DUPLEX FOR RENT,"


 , Osborne Estate Ikoyi Ikoyi Lagos ","  8,000,000 ",Added 10 Nov 2015,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Osborne Estate Ikoyi Ikoyi Lagos ","  9,000,000 ",Added 10 Nov 2015,33
3 BEDROOM DUPLEX FOR RENT,"


 Park View Estate Parkview Estate Ikoyi Lagos ","  6,000,000 ",Added 10 Nov 2015,334
4 BEDROOM DUPLEX FOR RENT,"


 Onikoyi Ikoyi Ikoyi Lagos ","  18,000,000 ",Added 10 Nov 2015,445
5 BEDROOM DUPLEX FOR RENT,"


 Onikoyi Ikoyi Ikoyi Lagos ","  18,000,000 ",Added 10 Nov 2015,555
3 BEDROOM DUPLEX FOR RENT,"


 Off Cmd Road, Magodo Magodo Shangisha Ketu Lagos ","  1,200,000 ",Added 10 Nov 2015,31
3 BEDROOM BUNGALOW FOR RENT,"


 Shangisha Magodo Shangisha Ketu Lagos ","  1,000,000 ",Added 10 Nov 2015,31
5 BEDROOM DUPLEX FOR RENT,"


 Magodo G.r.a Magodo Shangisha Ketu Lagos ","  1,600,000 ",Added 10 Nov 2015,53
3 BEDROOM BUNGALOW FOR RENT,"


 Magodo Phase 2 Magodo Shangisha Ketu Lagos ","  2,000,000 ",Added 10 Nov 2015,31
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shangisha Magodo Shangisha Ketu Lagos ","  450,000 ",Added 10 Nov 2015,21
4 BEDROOM DUPLEX FOR RENT,"


 Banana Island, Ikoyi Banana Island Ikoyi Lagos ","  9,000,000 ",Added 10 Nov 2015,445
4 BEDROOM DUPLEX FOR RENT,"


 Ikosi Gra, Ikosi Ketu Lagos ","  2,000,000 ",Added 10 Nov 2015,42
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ketu Apere Ikosi Ketu Lagos ","  250,000 ",Added 10 Nov 2015,11
3 BEDROOM DUPLEX FOR RENT,"


 Dangero Estate, Ojodu Berger Ogba Ikeja Lagos ","  700,000 ",Added 10 Nov 2015,32
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Dangero Estate, Ojodu Berger Ogba Ikeja Lagos ","  500,000 ",Added 10 Nov 2015,22
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Dangero Estate, Ojodu Berger Ogba Ikeja Lagos ","  300,000 ",Added 10 Nov 2015,11
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  5,976,000 ",Added 10 Nov 2015,32
5 BEDROOM DUPLEX FOR RENT,"


 Magodo Shangisha, Gra Magodo Shangisha Ketu Lagos ","  2,500,000 ",Added 10 Nov 2015,53
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adewale Street, Badore Badore Ajah Lagos ","  560,000 ",Added 10 Nov 2015,22
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Palm Crescent Estate, Badore Badore Ajah Lagos ","  1,000,000 ",Added 10 Nov 2015,33
12 BEDROOM HOUSE FOR RENT,"


 Lagoon View Estate, Ajah Ajah Ajah Lagos ","  10,000,000 ",Added 10 Nov 2015,1212
OFFICE FOR RENT,"


 Ikota Shopping Complex Ikota Lekki Lagos ","  16,450,000 ",Added 09 Nov 2015,
1 BEDROOM BLOCK OF FLATS FOR RENT,"


 Florence Courts, Thomas Estate, Ajah Ajah Ajah Lagos ","  500,000 ",Added 09 Nov 2015,11
1 BEDROOM BLOCK OF FLATS FOR RENT,"


 Unity Estate, By Co Operative Villa, Badore Badore Ajah Lagos ","  500,000 ",Added 09 Nov 2015,11
OFFICE FOR RENT,"


 Victoria Garden City Lekki Expressway Lekki Lagos ","  5,600,000 ",Added 09 Nov 2015,
3 BEDROOM BUNGALOW FOR RENT,"


 Westwood Estate, Cele Bus Stop, Badore Badore Ajah Lagos ","  900,000 ",Added 09 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Destiny Estate, Abijo Abijo Ajah Lagos ","  500,000 ",Added 09 Nov 2015,33
5 BEDROOM DUPLEX FOR RENT,"


 Bashorun Town, Off Fara Park Lekki Expressway Lekki Lagos ","  1,500,000 ",Added 09 Nov 2015,55
3 BEDROOM DUPLEX FOR RENT,"


 Off Mopol Road, Sangotedo Sangotedo Ajah Lagos ","  1,500,000 ",Added 09 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Tokunboh, Oke Ira Nla Lekki Expressway Lekki Lagos ","  700,000 ",Added 09 Nov 2015,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikate Elegushi Ikate Elegushi Lekki Lagos ","  1,000,000 ",Added 09 Nov 2015,22
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Behind Romay Garden Lekki Expressway Lekki Lagos ","  450,000 ",Added 09 Nov 2015,11
4 BEDROOM HOUSE FOR RENT,"


 Fountain Spring Ville (fsv), Sangotedo Sangotedo Ajah Lagos ","  2,500,000 ",Added 09 Nov 2015,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Marwa Garden, Ikeja Ikeja Ikeja Lagos ","  1,500,000 ",Added 09 Nov 2015,32
OFFICE FOR RENT,"


 Off Allen Avenue, Ikeja Ikeja Ikeja Lagos ","  600,000 ",Added 09 Nov 2015,
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adeniyi Jones, Ikeja Ikeja Ikeja Lagos ","  900,000 ",Added 09 Nov 2015,31
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adeniyi Jones, Ikeja Ikeja Ikeja Lagos ","  1,400,000 ",Added 09 Nov 2015,42
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Magodo G.r.a, Phase 1 Magodo Shangisha Ketu Lagos ","  18,000,000 ",Added 09 Nov 2015,21
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Adekunle Kuye, Surulere Surulere Surulere Lagos ","  1,100,000 ",Added 09 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Avalon Road, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  2,000,000 ",Added 09 Nov 2015,33
3 BEDROOM BUNGALOW FOR RENT,"


 Majek Street, Ajah Ajah Ajah Lagos ","  1,300,000 ",Added 09 Nov 2015,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Idahosa Ojo Osagie Street, By Ayetoro, Surulere Surulere Surulere Lagos ","  600,000 ",Added 09 Nov 2015,22
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Cmd Road, Magodo Magodo Shangisha Ketu Lagos ","  1,500,000 ",Added 09 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Magodo Gra Phase 2 Magodo Shangisha Ketu Lagos ","  1,700,000 ",Added 09 Nov 2015,32
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Thomas Tera Haven Estate, Ajah Ajah Ajah Lagos ","  800,000 ",Added 09 Nov 2015,32
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 University View Estate, Opposite Lbs Lekki Expressway Lekki Lagos ","  1,000,000 ",Added 06 Nov 2015,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Westwood Estate, Badore Badore Ajah Lagos ","  500,000 ",Added 06 Nov 2015,22
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Bankole Street, Ajah Ajah Ajah Lagos ","  300,000 ",Added 06 Nov 2015,21
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lakowe, Ajah Ajah Ajah Lagos ","  150,000 ",Added 06 Nov 2015,11
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lakowe, Ajah Ajah Ajah Lagos ","  350,000 ",Added 06 Nov 2015,21
2 BEDROOM DUPLEX FOR RENT,"


 Abule Parapo, Awoyaya, Lekki Lekki Expressway Lekki Lagos ","  450,000 ",Added 06 Nov 2015,21
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Unity Street, Awoyaya Awoyaya Ajah Lagos ","  450,000 ",Added 06 Nov 2015,21
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chois Gardens, Abijo Gra Abijo Ajah Lagos ","  650,000 ",Added 06 Nov 2015,21
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Hope Estate, Sangotedo Sangotedo Ajah Lagos ","  600,000 ",Added 06 Nov 2015,21
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Opposite Safeway Bus Stop, Sangotedo Sangotedo Ajah Lagos ","  800,000 ",Added 06 Nov 2015,42
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Behind Wad Bash, Sangotedo Sangotedo Ajah Lagos ","  600,000 ",Added 06 Nov 2015,31
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Corner Bus Stop, Sangotedo Sangotedo Ajah Lagos ","  500,000 ",Added 06 Nov 2015,31
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 University View Estate, Olokonla, Ajah Ajah Ajah Lagos ","  1,200,000 ",Added 06 Nov 2015,31
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oke Ira Nla, Ajah Ajah Ajah Lagos ","  200,000 ",Added 06 Nov 2015,11
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Soji Olatunji Street, Lekki Lekki Expressway Lekki Lagos ","  800,000 ",Added 06 Nov 2015,21
4 BEDROOM HOUSE FOR RENT,"


 Shoreline Estate, Oniru, Victoria Island Oniru Victoria Island Lagos ","  5,000,000 ",Added 06 Nov 2015,42
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Behind City Lodge Oniru, Victoria Island Oniru Victoria Island Lagos ","  2,500,000 ",Added 06 Nov 2015,31
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oniru Estate, Oniru Oniru Victoria Island Lagos ","  3,500,000 ",Added 06 Nov 2015,33
3 BEDROOM TERRACE FOR RENT,"


 Old Ikoyi Ikoyi Ikoyi Lagos ","  8,000,000 ",Added 06 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Palace Way, Oniru, Oniru Victoria Island Lagos ","  6,000,000 ",Added 06 Nov 2015,33
6 BEDROOM HOUSE FOR RENT,"


 Alpha Beach Road, Off Lekki Expressway Lekki Expressway Lekki Lagos ","  4,000,000 ",Added 06 Nov 2015,66
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Igbo Efon Igbo Efon Lekki Lagos ","  1,500,000 ",Added 06 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Bakare Estate, Off Addo Road Ajah Ajah Lagos ","  1,000,000 ",Added 06 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Idowu Orimolade Street, Bakare Estate Ajah Ajah Lagos ","  1,200,000 ",Added 06 Nov 2015,33
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Osapa London Osapa Lekki Lagos ","  2,200,000 ",Added 06 Nov 2015,44
3 BEDROOM DUPLEX FOR RENT,"


 Osapa London Osapa Lekki Lagos ","  1,600,000 ",Added 06 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Allan Balogun, Agungi Agungi Lekki Lagos ","  1,500,000 ",Added 06 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Northpoint Estate, Chevron Drive, Lekki Lekki Expressway Lekki Lagos ","  2,500,000 ",Added 06 Nov 2015,33
4 BEDROOM HOUSE FOR RENT,"


 Fatai Kaffo Lekki Expressway Lekki Lagos ","  3,000,000 ",Added 06 Nov 2015,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Alpha Beach Road Lekki Expressway Lekki Lagos ","  1,200,000 ",Added 05 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Pioneer Road, Osapa Osapa Lekki Lagos ","  1,500,000 ",Added 05 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Allan Balogun, Osapa Osapa Lekki Lagos ","  1,500,000 ",Added 05 Nov 2015,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alpha Beach Road, Off Lekki Expressway Lekki Expressway Lekki Lagos ","  1,300,000 ",Added 05 Nov 2015,33
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onikoyi Layout, Off Banana Island Road Banana Island Ikoyi Lagos ","  6,000,000 ",Added 05 Nov 2015,44
6 BEDROOM HOUSE FOR RENT,"


 Czone, Nicon Town, Lekki Lekki Expressway Lekki Lagos ","  7,000,000 ",Added 05 Nov 2015,66
