Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
3 BEDROOM HOUSE FOR RENT,"


 Babatope Streeta Surulere Lagos ","  1,500,000/year ",Added 15 Feb 2023,323
3 BEDROOM HOUSE FOR RENT,"


 Alara Street Onike Yaba Lagos ","  2,500,000/year ",Added 15 Feb 2023,334
2 BEDROOM HOUSE FOR RENT,"


 Olaleye New Town Surulere Lagos ","  2,700,000/year ",Added 15 Feb 2023,223
2 BEDROOM HOUSE FOR RENT,"


 Shaki Crescent Surulere Lagos ","  1,800,000/year ",Added 15 Feb 2023,223
3 BEDROOM HOUSE FOR RENT,"


 Alara Street Onike Yaba Lagos ","  2,250,000/year ",Added 15 Feb 2023,333
3 BEDROOM HOUSE FOR RENT,"


 Alagomeji Yaba Lagos ","  2,300,000/year ",Added 15 Feb 2023,322
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  2,500,000 ",Added 15 Feb 2023,223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sabo Yaba Lagos ","  2,500,000 ",Added 15 Feb 2023,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  1,150,000 ",Added 15 Feb 2023,112
COMMERCIAL PROPERTY FOR RENT,"


 Akoka Yaba Lagos ","  380,000 ",Added 15 Feb 2023,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  850,000 ",Added 15 Feb 2023,112
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  900,000 ",Added 15 Feb 2023,112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  2,200,000 ",Added 15 Feb 2023,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  750,000 ",Added 15 Feb 2023,112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  2,500,000 ",Added 15 Feb 2023,334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Fola Agoro Yaba Lagos ","  1,500,000 ",Added 15 Feb 2023,223
SELF CONTAIN FOR RENT,"


 Akoka Yaba Lagos ","  600,000 ",Added 15 Feb 2023,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  750,000 ",Added 15 Feb 2023,112
SELF CONTAIN FOR RENT,"


 Fola Agoro Yaba Lagos ","  500,000 ",Added 15 Feb 2023,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  1,000,000 ",Added 15 Feb 2023,112
FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  2,000,000/year ",Added 15 Feb 2023,022
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ebute Metta Yaba Lagos ","  1,800,000/year ",Added 15 Feb 2023,333
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  2,700,000/year ",Added 15 Feb 2023,233
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Fola Agoro Yaba Lagos ","  900,000/year ",Added 15 Feb 2023,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  600,000/year ",Added 15 Feb 2023,111
1 BEDROOM SELF CONTAIN FOR RENT,"


 Fola Agoro Yaba Lagos ","  500,000/year ",Added 15 Feb 2023,111
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Yaba Lagos ","  1,300,000/year ",Added 15 Feb 2023,233
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ebuta Metta Yaba Lagos ","  2,000,000/year ",Added 15 Feb 2023,333
1 BEDROOM SELF CONTAIN FOR RENT,"


 Abule Ijesha Yaba Lagos ","  600,000/year ",Added 15 Feb 2023,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Fola Agoro Yaba Lagos ","  1,000,000/year ",Added 15 Feb 2023,122
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Akoka Yaba Lagos ","  1,200,000/year ",Added 15 Feb 2023,122
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomegi Alagomeji Yaba Lagos ","  2,000,000/year ",Added 15 Feb 2023,344
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Alagomeji Yaba Lagos ","  1,500,000/year ",Added 15 Feb 2023,233
1 BEDROOM SELF CONTAIN FOR RENT,"


 Fadeyi Yaba Lagos ","  500,000/year ",Added 15 Feb 2023,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Chemist Akoka Yaba Lagos ","  1,200,000/year ",Added 15 Feb 2023,111
1 BEDROOM SELF CONTAIN FOR RENT,"


 Alagomeji Yaba Lagos ","  600,000/year ",Added 15 Feb 2023,111
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sabo Yaba Lagos ","  2,000,000/year ",Added 15 Feb 2023,223
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Morocco Fola Agoro Yaba Lagos ","  900,000/year ",Added 15 Feb 2023,111
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  1,800,000/year ",Added 15 Feb 2023,223
1 BEDROOM SELF CONTAIN FOR RENT,"


 Onike Yaba Lagos ","  1,500,000/year ",Added 15 Feb 2023,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  1,300,000/year ",Added 15 Feb 2023,112
1 BEDROOM SELF CONTAIN FOR RENT,"


 Folagoro Yaba Lagos ","  500,000/year ",Added 15 Feb 2023,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Folagoro Yaba Lagos ","  900,000/year ",Added 15 Feb 2023,111
4 BEDROOM HOUSE FOR RENT,"


 Alagomeji Alagomeji Yaba Lagos ","  4,500,000/year ",Added 15 Feb 2023,444
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Alagomeji Yaba Lagos ","  2,700,000/year ",Added 15 Feb 2023,223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Alagomeji Yaba Lagos ","  2,500,000/year ",Added 15 Feb 2023,223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adekunle Yaba Lagos ","  1,800,000/year ",Added 15 Feb 2023,333
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Onike Yaba Lagos ","  800,000/year ",Added 15 Feb 2023,112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adekunle Yaba Lagos ","  2,700,000/year ",Added 15 Feb 2023,334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Morocco Yaba Lagos ","  800,000/year ",Added 15 Feb 2023,111
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ebute Metta Yaba Lagos ","  1,800,000/year ",Added 15 Feb 2023,323
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sabo Alagomeji Yaba Lagos ","  4,500,000/year ",Added 15 Feb 2023,444
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  2,700,000/year ",Added 15 Feb 2023,222
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Alagomeji Yaba Lagos ","  2,500,000/year ",Added 15 Feb 2023,223
1 BEDROOM SELF CONTAIN FOR RENT,"


 Onike Onike Yaba Lagos ","  1,500,000/year ",Added 15 Feb 2023,111
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Onike Onike Yaba Lagos ","  900,000/year ",Added 15 Feb 2023,112
1 BEDROOM SHARED APARTMENT FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  1,400,000/year ",Added 15 Feb 2023,111
1 BEDROOM SHARED APARTMENT FOR RENT,"


 Orchid Chevron Drive Lekki Lagos ","  800,000/year ",Added 15 Feb 2023,111
4 BEDROOM HOUSE FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  15,000,000 ",Added 15 Feb 2023,445
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ogunlana Surulere Surulere Lagos ","  1,400,000/year ",Added 15 Feb 2023,122
1 BEDROOM MINI FLAT FOR RENT,"


 Chevron Alternative Chevron Drive Lekki Lagos ","  1,200,000/year ",Added 15 Feb 2023,111
1 BEDROOM MINI FLAT FOR RENT,"


 By Shoprite Rd. Sangotedo Ajah Lagos ","  1,000,000/year ",Added 15 Feb 2023,112
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Iwaya Yaba Lagos ","  800,000 ",Added 15 Feb 2023,100
5 BEDROOM HOUSE FOR RENT,"


 Alagomeji Yaba Lagos ","  4,500,000 ",Added 15 Feb 2023,500
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Akoka Yaba Lagos ","  1,500,000 ",Added 15 Feb 2023,120
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  1,800,000/year ",Added 15 Feb 2023,200
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Yaba Lagos ","  700,000/year ",Added 15 Feb 2023,100
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Akoka Yaba Lagos ","  1,500,000/year ",Added 15 Feb 2023,120
3 BEDROOM HOUSE FOR RENT,"


 Yaba Lagos ","  4,000,000/year ",Added 15 Feb 2023,300
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Sabo Yaba Lagos ","  3,000,000/year ",Added 15 Feb 2023,300
COMMERCIAL PROPERTY FOR RENT,"


 Alagomeji Yaba Lagos ","  5,000,000 ",Added 15 Feb 2023,000
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Unilag Estate Magodo Isheri Ikeja Lagos ","  2,000,000/year ",Added 15 Feb 2023,223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Addo Ajah Lagos ","  1,000,000/year ",Added 15 Feb 2023,223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Ajayi Road Oke Ira Ogba Ikeja Lagos ","  1,200,000/year ",Added 15 Feb 2023,223
FLAT & APARTMENT FOR RENT,"


 Jebba By Herbert Macaulay Way Yaba Lagos ","  500,000/year ",Added 15 Feb 2023,000
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Badore Ajah Lagos ","  1,000,000/year ",Added 15 Feb 2023,223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Street In Makoko Sabo Yaba Lagos ","  1,300,000/year ",Added 15 Feb 2023,222
FLAT & APARTMENT FOR RENT,"


 Off Hughes Avenue Alagomeji Yaba Lagos ","  800,000/year ",Added 15 Feb 2023,000
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Iwaya Road Yaba Lagos ","  2,500,000 ",Added 15 Feb 2023,323
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Iwaya Road Sabo Sabo Yaba Lagos ","  2,250,000/year ",Added 15 Feb 2023,333
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Estate Yabatech Quaters Yaba Gra Sabo Yaba Lagos ","  2,600,000/year ",Added 15 Feb 2023,334
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ebutemetta East Yaba Lagos ","  2,200,000/year ",Added 15 Feb 2023,433
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Cemetery Street Yaba Lagos ","  800,000/year ",Added 15 Feb 2023,222
FLAT & APARTMENT FOR RENT,"


 Off St Finbarrs Road Akoka Yaba Lagos ","  450,000/year ",Added 15 Feb 2023,000
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ondo By Bola Street, Ebutemetta East Yaba Lagos ","  850,000/year ",Added 15 Feb 2023,111
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikoyi Ikoyi Lagos ","  5,000,000/year ",Added 15 Feb 2023,334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Timothy B/stop Iwaya Yaba Lagos ","  3,000,000/year ",Added 15 Feb 2023,333
5 BEDROOM DUPLEX FOR RENT,"


 Osapa Lekki Lagos ","  13,000,000/year ",Added 15 Feb 2023,556
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Kano By Glover Street Yaba Lagos ","  1,500,000 ",Added 15 Feb 2023,222
COMMERCIAL PROPERTY FOR RENT,"


 Kano Street By Bola Yaba Lagos ","  4,000,000/year ",Added 15 Feb 2023,000
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ogudu Ketu Lagos ","  1,200,000/year ",Added 15 Feb 2023,223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Phase 1 Lekki Lagos ","  3,500,000/year ",Added 15 Feb 2023,223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Orchid Chevron Drive Lekki Lagos ","  3,000,000/year ",Added 15 Feb 2023,223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Herbert Macaulay Way By Ondo Yaba Lagos ","  1,500,000/year ",Added 15 Feb 2023,222
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Orioke Ejigbo Isolo Lagos ","  1,000,000/year ","Updated 15 Feb 2023, Added 05 Jan 2023",334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikeja Oba Akran Ikeja Ikeja Lagos ","  2,000,000/year ","Updated 15 Feb 2023, Added 04 Jan 2023",223
4 BEDROOM TERRACE FOR RENT,"


 By Vgc Victoria Garden City Lekki Lagos ","  3,500,000 ","Updated 15 Feb 2023, Added 06 Feb 2023",455
1 BEDROOM MINI FLAT FOR RENT,"


 Ikate Elegushi Lekki Expressway Lekki Lagos ","  2,800,000 ","Updated 15 Feb 2023, Added 09 Feb 2023",112
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Surulere Alabi Estate Itire Ikate Surulere Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 31 Jan 2023",322
4 BEDROOM TERRACE FOR RENT,"


 Off Admiralty Way Lekki Phase 1 Lekki Lagos ","  8,500,009/year ","Updated 15 Feb 2023, Added 31 Jan 2023",445
2 BEDROOM DUPLEX FOR RENT,"


 Western Estate Ikota Lekki Lagos Island Lagos ","  3,000,000 ","Updated 15 Feb 2023, Added 10 Feb 2023",2
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Aguda Surulere Lagos ","  2,000,000 ","Updated 15 Feb 2023, Added 24 Oct 2022",334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  700,000/year ","Updated 15 Feb 2023, Added 27 Dec 2022",222
3 BEDROOM TERRACE FOR RENT,"


 Lekki Palm City Estate Ajah Lagos ","  3,500,000 ","Updated 15 Feb 2023, Added 20 Sep 2022",344
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Happy Land Estate Ajah Ajah Lagos ","  2,000,000 ","Updated 15 Feb 2023, Added 10 Jan 2023",233
1 BEDROOM SELF CONTAIN FOR RENT,"


 Obanikoro Estate Obanikoro Ikorodu Road Lagos ","  550,000/year ","Updated 15 Feb 2023, Added 29 Dec 2022",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Second Avenue Banana Island Ikoyi Lagos ","  13,500,000 ","Updated 15 Feb 2023, Added 06 Feb 2023",233
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT,"


 Off Ligali Victoria Island Victoria Island Lagos ","  1,500,000 ","Updated 15 Feb 2023, Added 07 Feb 2023",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  700,000/year ","Updated 15 Feb 2023, Added 18 Oct 2022",222
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Isolo Lagos ","  800,000/year ","Updated 15 Feb 2023, Added 13 Feb 2023",223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Isolo Lagos ","  800,000/year ","Updated 15 Feb 2023, Added 13 Feb 2023",334
1 BEDROOM SELF CONTAIN FOR RENT,"


 Isolo Lagos ","  300,000/year ","Updated 15 Feb 2023, Added 13 Feb 2023",111
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oke Ira Ogba Ikeja Lagos ","  1,100,000/year ","Updated 15 Feb 2023, Added 19 Dec 2022",223
3 BEDROOM DUPLEX FOR RENT,"


 Itedo Estate Lekki Phase 1 Lekki Lagos ","  8,000,000 ","Updated 15 Feb 2023, Added 07 Jan 2023",334
1 BEDROOM MINI FLAT FOR RENT,"


 Salem Lekki Phase 1 Lekki Lagos ","  1,400,000 ","Updated 15 Feb 2023, Added 09 Feb 2023",112
COMMERCIAL PROPERTY FOR RENT,"


 Lakowe Ibeju Lekki Ajah Lagos ","  5,000,000/year ","Updated 15 Feb 2023, Added 29 Dec 2022",
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Chevy Estate Chevron Drive Lekki Lagos ","  3,000,000 ","Updated 15 Feb 2023, Added 13 Jan 2023",334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Oworonshoki Oworonshoki Gbagada Lagos ","  1,000,000/year ","Updated 15 Feb 2023, Added 13 Jan 2023",222
3 BEDROOM DUPLEX FOR RENT,"


 Adeniyi Jones Ikeja Ikeja Ikeja Lagos ","  4,000,000 ","Updated 15 Feb 2023, Added 09 Nov 2022",334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Sunshine Garden Estate Sangotedo Ajah Lagos ","  2,000,000 ","Updated 15 Feb 2023, Added 20 Sep 2022",233
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Yabatech Side Of Fadeyi Lagos Fadeyi Ikorodu Road Lagos ","  1,200,000/year ","Updated 15 Feb 2023, Added 06 Jan 2023",223
1 BEDROOM SELF CONTAIN FOR RENT,"


 Ladilak Shomolu Lagos Shomolu Yaba Lagos ","  450,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",111
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Value County Estate Sangotedo Ajah Lagos ","  1,500,000 ","Updated 15 Feb 2023, Added 21 Oct 2022",344
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Makoko Yaba Makoko Yaba Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 18 Jan 2023",223
4 BEDROOM BUNGALOW FOR RENT,"


 Pilot Crescent Off Bode Thomas Bode Thomas Surulere Lagos ","  2,000,000 ","Updated 15 Feb 2023, Added 06 Jan 2023",433
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Adelabu Surulere Surulere Lagos ","  1,500,000 ","Updated 15 Feb 2023, Added 18 Oct 2022",333
1 BEDROOM SELF CONTAIN FOR RENT,"


 Abule Ijesha Yaba Abule Ijesha Yaba Lagos ","  500,000/year ","Updated 15 Feb 2023, Added 02 Jan 2023",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Garden 2 Rd Ajah Ajah Lagos ","  1,300,000 ","Updated 15 Feb 2023, Added 12 Feb 2023",223
1 BEDROOM SELF CONTAIN FOR RENT,"


 Abule Ijesha Yaba Abule Ijesha Yaba Lagos ","  350,000/year ","Updated 15 Feb 2023, Added 31 Dec 2022",111
1 BEDROOM MINI FLAT FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  420,000/year ","Updated 15 Feb 2023, Added 27 Oct 2022",111
1 BEDROOM SELF CONTAIN FOR RENT,"


 Palmgrove Shomolu Palmgroove Ikorodu Road Lagos ","  450,000 ","Updated 15 Feb 2023, Added 16 Jan 2023",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Abaranje Ikotun Isolo Lagos ","  400,000/year ","Updated 15 Feb 2023, Added 05 Jan 2023",22
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Shangisha, Magodo Magodo Shangisha Ketu Lagos ","  2,500,000/year ","Updated 15 Feb 2023, Added 27 Jan 2023",333
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Hrc Estate Victoria Garden City Lekki Lagos ","  2,500,000 ","Updated 15 Feb 2023, Added 18 Oct 2022",233
4 BEDROOM HOUSE FOR RENT,"


 By Marwa Off Frank Kuboye Road Lekki Phase 1 Lekki Lagos ","  8,000,000/year ","Updated 15 Feb 2023, Added 10 Jul 2022",444
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ozone Cinema Sabo Yaba Sabo Yaba Lagos ","  2,500,000 ","Updated 15 Feb 2023, Added 21 Jan 2023",223
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Abiodun Shomolu Shomolu Yaba Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 16 Jan 2023",223
1 BEDROOM SELF CONTAIN FOR RENT,"


 Alade Str Shomolu Shomolu Yaba Lagos ","  300,000/year ","Updated 15 Feb 2023, Added 18 Jan 2023",111
1 BEDROOM MINI FLAT FOR RENT,"


 Femi Ayantuga Street Off Adelabu Road Surulere Surulere Lagos ","  800,000/year ","Updated 15 Feb 2023, Added 13 Jan 2023",122
1 BEDROOM SELF CONTAIN FOR RENT,"


 Fola Agoro Yaba Fola Agoro Yaba Lagos ","  600,000/year ","Updated 15 Feb 2023, Added 31 Jan 2023",111
5 BEDROOM TERRACE FOR RENT,"


 Right By Pinnacle Filling Station Marwa Lekki Phase 1 Lekki Lagos ","  6,000,000 ","Updated 15 Feb 2023, Added 02 Feb 2023",556
1 BEDROOM SELF CONTAIN FOR RENT,"


 20 Aderibigbe Street Off Ajayi Onike Yaba , Onike Yaba Lagos ","  600,000/year ","Updated 15 Feb 2023, Added 02 Jan 2023",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  700,000/year ","Updated 15 Feb 2023, Added 27 Nov 2022",222
1 BEDROOM MINI FLAT FOR RENT,"


 Ogudu Ogudu Ketu Lagos ","  900,000/year ","Updated 15 Feb 2023, Added 27 Jan 2023",122
1 BEDROOM MINI FLAT FOR RENT,"


 Ogudu Orioke Ogudu Ketu Lagos ","  950,000/year ","Updated 15 Feb 2023, Added 02 Jan 2023",122
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Oko Oba Agege Agege Lagos ","  1,200,000/year ","Updated 15 Feb 2023, Added 16 Dec 2022",223
1 BEDROOM MINI FLAT FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  400,000/year ","Updated 15 Feb 2023, Added 28 Oct 2022",112
1 BEDROOM MINI FLAT FOR RENT,"


 Morroco Shomolu Shomolu Yaba Lagos ","  1,300,000/year ","Updated 15 Feb 2023, Added 14 Feb 2023",122
3 BEDROOM TERRACE FOR RENT,"


 Orchid Road, Lekki Lafiaji Lekki Lagos ","  3,000,000/year ","Updated 15 Feb 2023, Added 15 Jun 2022",334
1 BEDROOM SELF CONTAIN FOR RENT,"


 Soluyi, Ifako Gbagada. Ifako Gbagada Lagos ","  500,000/year ","Updated 15 Feb 2023, Added 08 Jan 2023",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Colonel Estate Bogije Ajah Ajah Lagos ","  600,000/year ","Updated 15 Feb 2023, Added 18 Aug 2022",233
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Wolemadariola Off Enitan Aguda Surulere Lagos ","  2,000,000/year ","Updated 15 Feb 2023, Added 01 Jan 2023",333
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Abute Metta Ebute Metta Ebute Metta Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",223
1 BEDROOM SELF CONTAIN FOR RENT,"


 Oguntolu Shomolu Shomolu Yaba Lagos ","  400,000/year ","Updated 15 Feb 2023, Added 29 Dec 2022",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ilupeju Ilupeju Ikorodu Road Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",223
1 BEDROOM MINI FLAT FOR RENT,"


 Dendeke Off Ilaja Road Bariga Bariga Gbagada Lagos ","  600,000/year ","Updated 15 Feb 2023, Added 03 Jan 2023",112
1 BEDROOM SELF CONTAIN FOR RENT,"


 Akoka Akoka Yaba Lagos ","  400,000/year ","Updated 15 Feb 2023, Added 29 Dec 2022",111
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Aptech Rd Sangotedo Ajah Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 17 Nov 2022",223
1 BEDROOM MINI FLAT FOR RENT,"


 Aguda Surulere Lagos ","  900,000 ","Updated 15 Feb 2023, Added 16 Nov 2022",111
1 BEDROOM BLOCK OF FLATS FOR RENT,"


 Nnobi Kilo Surulere Surulere Lagos ","  850,000 ","Updated 15 Feb 2023, Added 14 Dec 2022",111
1 BEDROOM MINI FLAT FOR RENT,"


 Brown Road Aguda Aguda Surulere Lagos ","  600,000 ","Updated 15 Feb 2023, Added 01 Dec 2022",111
OFFICE FOR RENT,"


 Ikate Lekki Lagos ","  75,000/sqm ","Updated 15 Feb 2023, Added 27 Dec 2022",
4 BEDROOM DUPLEX FOR RENT,"


 Ikate Lekki Lagos ","  6,000,000/year ","Updated 15 Feb 2023, Added 27 Dec 2022",445
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Gbagada Phase 2 Gbagada Gbagada Lagos ","  6,000,000 ","Updated 15 Feb 2023, Added 03 Jan 2023",333
3 BEDROOM TERRACE FOR RENT,"


 Olaleye New Town Iponri Surulere Lagos ","  3,000,000 ","Updated 15 Feb 2023, Added 15 Dec 2022",334
1 BEDROOM MINI FLAT FOR RENT,"


 Off Ligali Victoria Island Victoria Island Lagos ","  2,700,000 ","Updated 15 Feb 2023, Added 07 Feb 2023",112
1 BEDROOM MINI FLAT FOR RENT,"


 Palmgrove Shomolu Shomolu Yaba Lagos ","  800,000/year ","Updated 15 Feb 2023, Added 04 Jan 2023",122
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Taoridi Street Off Bode Thomas Bode Thomas Surulere Lagos ","  1,500,000 ","Updated 15 Feb 2023, Added 22 Nov 2022",334
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Oduduwa Street Kilo Surulere Surulere Lagos ","  1,500,000 ","Updated 15 Feb 2023, Added 24 Nov 2022",334
4 BEDROOM DUPLEX FOR RENT,"


 Ikota G.r.a ,ikota Villa Lekki Lagos Island Lagos ","  4,000,000 ","Updated 15 Feb 2023, Added 10 Feb 2023",4
1 BEDROOM SELF CONTAIN FOR RENT,"


 Goodluck Ogudu Ogudu Ketu Lagos ","  600,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",111
1 BEDROOM SELF CONTAIN FOR RENT,"


 Onike Yaba Onike Yaba Lagos ","  600,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",111
1 BEDROOM MINI FLAT FOR RENT,"


 Folagoro Road Shomolu Fola Agoro Yaba Lagos ","  1,000,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",112
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Good Luck Ogudu Ogudu Ketu Lagos ","  1,500,000/year ","Updated 15 Feb 2023, Added 07 Feb 2023",333
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Pedro Road Shomolu Yaba Lagos ","  1,200,000/year ","Updated 15 Feb 2023, Added 27 Dec 2022",323
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  800,000/year ","Updated 15 Feb 2023, Added 26 Dec 2022",223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  1,000,000/year ","Updated 15 Feb 2023, Added 26 Dec 2022",223
3 BEDROOM TERRACE FOR RENT,"


 Magodo 2 Magodo Shangisha Ketu Lagos ","  3,000,000 ","Updated 15 Feb 2023, Added 30 Nov 2022",334
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Eagle's Court Ikoyi Ikoyi Lagos ","  12,000,000/year ","Updated 15 Feb 2023, Added 07 Dec 2022",334
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Bucknor Isolo Isolo Lagos ","  700,000/year ","Updated 15 Feb 2023, Added 28 Dec 2022",222
