Title,Location,Listing_Type,City,Location_Area,Price,Date_Added,Date_Updated,Beds,Baths,Toilets
2 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-02-21,2023-02-21,2,3,3
3 BEDROOM HOUSE FOR RENT, Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2022-12-08,2023-02-21,3,3,4
3 BEDROOM BLOCK OF FLATS FOR RENT, Off Admiralty Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,5500000.0,2023-02-05,2023-02-21,3,3,4
3 BEDROOM BLOCK OF FLATS FOR RENT, Oniru Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,6500000.0,2023-02-05,2023-02-21,3,3,4
3 BEDROOM TERRACE FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,16000000.0,2023-01-05,2023-02-21,3,3,4
4 BEDROOM TOWNHOUSE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,9000000.0,2023-02-20,2023-02-20,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,9000000.0,2023-01-12,2023-02-20,3,3,4
4 BEDROOM DUPLEX FOR RENT, Orchid Lekki Lagos ,Rent,Lekki,Island,6500000.0,2023-02-09,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Victoria Island Lagos ,Rent,Victoria Island,Island,20000000.0,2023-01-23,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-02-01,2023-02-20,4,4,5
4 BEDROOM TERRACE FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,7500000.0,2022-12-14,2023-02-20,4,4,5
3 BEDROOM DUPLEX FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,50000000.0,2022-12-12,2023-02-20,3,3,4
5 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,15000000.0,2023-01-17,2023-02-20,5,5,6
HOUSE FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,2600000.0,2022-11-08,2023-02-20,0,0,0
4 BEDROOM DUPLEX FOR RENT, Ogombo Ajah Lagos ,Rent,Ajah,Island,3000000.0,2022-12-12,2023-02-20,4,0,0
COMMERCIAL PROPERTY FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-01-13,2023-02-20,0,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,12000000.0,2023-01-13,2023-02-20,3,3,4
5 BEDROOM DUPLEX FOR RENT, Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,25000000.0,2023-01-23,2023-02-20,5,5,6
5 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,30000000.0,2023-01-17,2023-02-20,5,5,6
3 BEDROOM BLOCK OF FLATS FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,13000000.0,2023-01-18,2023-02-20,3,3,4
3 BEDROOM DUPLEX FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-12-12,2023-02-20,3,0,0
10 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,45000000.0,2023-01-17,2023-02-20,,,
4 BEDROOM TERRACE FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,8000000.0,2022-12-12,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Chevron Drive Lekki Lagos ,Rent,Lekki,Island,6500000.0,2022-11-14,2023-02-20,4,0,0
4 BEDROOM DUPLEX FOR RENT, Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,30000000.0,2023-01-18,2023-02-20,4,4,5
1 BEDROOM BLOCK OF FLATS FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,2300000.0,2023-01-18,2023-02-20,1,1,2
4 BEDROOM DUPLEX FOR RENT, Chevron Drive Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-12-23,2023-02-20,4,0,0
5 BEDROOM BLOCK OF FLATS FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,12500000.0,2023-01-23,2023-02-20,5,5,6
4 BEDROOM TERRACE FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,5500000.0,2022-12-13,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,15000000.0,2023-01-18,2023-02-20,4,4,5
3 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-12-16,2023-02-20,3,3,4
4 BEDROOM BLOCK OF FLATS FOR RENT, Banana Island Road Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,12000000.0,2023-02-09,2023-02-20,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Banana Island Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,16000000.0,2023-02-07,2023-02-20,3,3,4
5 BEDROOM DUPLEX FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,85000000.0,2023-01-24,2023-02-20,5,5,6
4 BEDROOM DUPLEX FOR RENT, Chevron Drive Lekki Lagos ,Rent,Lekki,Island,5500000.0,2022-12-12,2023-02-20,4,0,0
4 BEDROOM TERRACE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,15000000.0,2023-02-14,2023-02-20,4,4,5
5 BEDROOM BLOCK OF FLATS FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,15000000.0,2023-01-18,2023-02-20,5,5,6
4 BEDROOM DUPLEX FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,7500000.0,2022-12-12,2023-02-20,4,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,11000000.0,2023-01-12,2023-02-20,3,3,4
4 BEDROOM DUPLEX FOR RENT, Agungi Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-01-24,2023-02-20,4,4,5
5 BEDROOM DUPLEX FOR RENT, By Vintage Park Estate Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,15000000.0,2023-01-19,2023-02-20,5,5,6
DUPLEX FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-12-12,2023-02-20,0,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,18000000.0,2023-01-21,2023-02-20,3,3,4
3 BEDROOM DUPLEX FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-12-07,2023-02-20,3,0,0
4 BEDROOM TERRACE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,7000000.0,2023-01-26,2023-02-20,4,4,5
5 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,9000000.0,2023-01-13,2023-02-20,5,5,6
2 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Right Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-01-19,2023-02-20,2,2,3
3 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Right Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-01-18,2023-02-20,3,3,4
4 BEDROOM TERRACE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,12000000.0,2023-02-09,2023-02-20,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,15000000.0,2023-01-20,2023-02-20,3,3,4
6 BEDROOM DUPLEX FOR RENT, Off Admiralty Way Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,25000000.0,2023-02-03,2023-02-20,6,6,7
4 BEDROOM DUPLEX FOR RENT, Ajah Ajah Lagos ,Rent,Ajah,Island,5000000.0,2022-11-22,2023-02-20,4,4,4
4 BEDROOM DUPLEX FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,20000000.0,2023-02-03,2023-02-20,4,4,5
5 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,10000000.0,2023-02-03,2023-02-20,5,5,6
5 BEDROOM DUPLEX FOR RENT, Osapa London Osapa Lekki Lagos ,Rent,Lekki,Island,550000000.0,2023-02-03,2023-02-20,5,5,6
5 BEDROOM OFFICE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,8000000.0,2023-02-03,2023-02-20,5,0,0
SHOP FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,8600000.0,2023-02-03,2023-02-20,0,0,0
5 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,11000000.0,2023-02-03,2023-02-20,5,5,0
SHOP FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,2000000.0,2023-02-03,2023-02-20,0,0,0
2 BEDROOM OFFICE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-02-03,2023-02-20,2,0,0
SHOP FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3603600.0,2023-02-03,2023-02-20,0,0,0
4 BEDROOM TERRACE FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2023-02-04,2023-02-20,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,15000000.0,2022-11-22,2023-02-20,3,3,3
4 BEDROOM TERRACE FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2023-02-03,2023-02-20,4,4,5
4 BEDROOM HOUSE FOR RENT, Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,25000000.0,2023-02-04,2023-02-20,4,0,0
4 BEDROOM DUPLEX FOR RENT, Chevron Drive Chevron Drive Lekki Lagos ,Rent,Lekki,Island,12000000.0,2023-02-16,2023-02-18,4,4,5
4 BEDROOM DUPLEX FOR RENT, Orchid Road By Chevron Toll Gate Chevron Drive Lekki Lagos ,Rent,Lekki,Island,4300000.0,2023-01-26,2023-02-18,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Pinnacle Oil Lekki Expressway Lekki Lagos ,Rent,Lekki,Island,10000000.0,2022-11-25,2023-02-18,3,3,4
5 BEDROOM DUPLEX FOR RENT, Chevy View Estate Chevron Drive Lekki Lagos ,Rent,Lekki,Island,5500000.0,2022-05-25,2023-02-18,5,5,6
4 BEDROOM DUPLEX FOR RENT, Glover Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,20000000.0,2023-01-10,2023-02-18,4,4,5
5 BEDROOM DUPLEX FOR RENT, Banana Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,30000000.0,2023-01-04,2023-02-18,5,6,6
3 BEDROOM FLAT & APARTMENT FOR RENT, Adeola Odeku Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,18000000.0,2022-08-05,2023-02-18,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-06-16,2023-02-18,2,2,2
5 BEDROOM DUPLEX FOR RENT," Off Bust Street, Anthony Village. Anthony Ikorodu Road Lagos ",Rent,Ikorodu Road,Mainland,30000000.0,2022-06-27,2023-02-18,5,5,6
5 BEDROOM DUPLEX FOR RENT, Igboefon Idado Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-02-09,2023-02-18,5,5,6
5 BEDROOM DUPLEX FOR RENT, Banana Island Estate Residential Zone. Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,25000000.0,2023-02-10,2023-02-18,5,6,7
2 BEDROOM FLAT & APARTMENT FOR RENT," Chevron, Lekki Chevron Drive Lekki Lagos ",Rent,Lekki,Island,2500000.0,2023-02-09,2023-02-18,2,2,3
5 BEDROOM DUPLEX FOR RENT, Chevron Estate Chevron Drive Lekki Lagos ,Rent,Lekki,Island,5000000.0,2023-01-21,2023-02-18,5,5,6
4 BEDROOM TERRACE FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,12000000.0,2022-12-29,2023-02-18,4,4,5
4 BEDROOM FLAT & APARTMENT FOR RENT, Admiralty Road Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,8000000.0,2023-01-09,2023-02-18,4,4,5
2 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-05-20,2023-02-18,2,2,0
4 BEDROOM TERRACE FOR RENT, Ilasan Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-01-09,2023-02-18,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Gerard Road Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,20000000.0,2021-08-28,2023-02-18,3,4,0
10 BEDROOM HOUSE FOR RENT, Lekki Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,38000000.0,2022-05-19,2023-02-18,,,
4 BEDROOM TERRACE FOR RENT, Orchid Road Chevron Drive Lekki Lagos ,Rent,Lekki,Island,3500000.0,2023-01-12,2023-02-18,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Thompson Avenue Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2022-08-09,2023-02-18,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-06-23,2023-02-18,2,3,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Oral Estate Lekki Lagos Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,2500000.0,2023-01-15,2023-02-18,2,2,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Orchid Road Lekki Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,2500000.0,2023-01-15,2023-02-18,2,2,2
4 BEDROOM TERRACE FOR RENT, Chevron Drive Chevron Drive Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-02-16,2023-02-18,4,4,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,3300000.0,2022-08-24,2023-02-18,3,4,4
4 BEDROOM TERRACE FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-08-24,2023-02-18,4,5,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Parkview Parkview Estate Ikoyi Lagos ,Rent,Ikoyi,Island,7500000.0,2023-01-13,2023-02-18,3,3,3
4 BEDROOM DUPLEX FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-08-18,2023-02-18,4,5,5
5 BEDROOM DUPLEX FOR RENT, Lekki County Homes Ikota Lekki Lagos ,Rent,Lekki,Island,7000000.0,2023-01-27,2023-02-18,5,5,6
4 BEDROOM DUPLEX FOR RENT, Off Orchid Road (2nd Tollgate) Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-17,2023-02-17,4,4,5
3 BEDROOM TERRACE FOR RENT, Dunvale Court Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,3200000.0,2023-01-11,2023-02-17,3,3,4
4 BEDROOM TERRACE FOR RENT, Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,15000000.0,2022-11-22,2023-02-17,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT," Serene And Secured Estate In Agungi, Lekki Agungi Lekki Lagos ",Rent,Lekki,Island,2000000.0,2022-09-06,2023-02-17,3,3,4
WAREHOUSE FOR RENT, Jakande Jakande Lekki Lagos ,Rent,Lekki,Island,10000000.0,2022-06-30,2023-02-17,0,0,0
4 BEDROOM DUPLEX FOR RENT, Ikota Villa Estate Ikota Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-12-08,2023-02-17,4,4,5
4 BEDROOM DUPLEX FOR RENT, Cowrie Creek Estate Ikate Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,13000000.0,2023-01-29,2023-02-17,4,5,5
4 BEDROOM TERRACE FOR RENT, First Avenue Banana Island Ikoyi Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,20000000.0,2023-01-04,2023-02-17,4,4,5
3 BEDROOM DUPLEX FOR RENT, 1004 Estate Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,8000000.0,2023-02-10,2023-02-17,3,3,4
4 BEDROOM DUPLEX FOR RENT, Banana Island Estate* Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,28000000.0,2022-08-14,2023-02-17,4,5,5
4 BEDROOM DUPLEX FOR RENT, Ikota Villa Estate Ikota Lekki Lagos ,Rent,Lekki,Island,4200000.0,2022-12-08,2023-02-17,4,4,5
4 BEDROOM TERRACE FOR RENT, Chevron Drive Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-12-23,2023-02-17,4,0,0
4 BEDROOM TERRACE FOR RENT, Pantheon Royal Estate Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,4300000.0,2023-01-11,2023-02-17,4,4,5
5 BEDROOM DUPLEX FOR RENT, Victory Park Osapa Lekki Lagos ,Rent,Lekki,Island,8000000.0,2023-02-21,2023-02-21,5,5,6
3 BEDROOM TERRACE FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,3500000.0,2023-02-21,2023-02-21,3,3,4
2 BEDROOM TERRACE FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-02-21,2023-02-21,2,2,3
4 BEDROOM TERRACE FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-21,2023-02-21,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,15000000.0,2023-02-21,2023-02-21,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Abraham Adesanya Abraham Adesanya Ajah Lagos ,Rent,Ajah,Island,1400000.0,2023-02-21,2023-02-21,2,2,3
4 BEDROOM HOUSE FOR RENT, 2nd Toll Gate Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-21,2023-02-21,4,0,0
4 BEDROOM TERRACE FOR RENT, 2nd Toll Gate Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-21,2023-02-21,4,0,0
4 BEDROOM HOUSE FOR RENT, Second Tollgate Lekki Lagos ,Rent,Lekki,Island,4200000.0,2023-02-21,2023-02-21,4,0,0
4 BEDROOM TERRACE FOR RENT, Second Tollgate Lekki Lagos ,Rent,Lekki,Island,4200000.0,2023-02-21,2023-02-21,4,0,0
4 BEDROOM DUPLEX FOR RENT, Ologolo Ologolo Lekki Lagos ,Rent,Lekki,Island,7000000.0,2023-02-21,2023-02-21,4,4,5
2 BEDROOM FLAT & APARTMENT FOR RENT, Sangotedo Sangotedo Ajah Lagos ,Rent,Ajah,Island,800000.0,2023-02-21,2023-02-21,2,2,3
4 BEDROOM DUPLEX FOR RENT, Ikota Ikota Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-02-21,2023-02-21,4,4,5
4 BEDROOM DUPLEX FOR RENT, Lekki County Homes Ikota Lekki Lagos ,Rent,Lekki,Island,5000000.0,2023-02-21,2023-02-21,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-02-21,2023-02-21,3,3,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,3500000.0,2023-02-21,2023-02-21,2,2,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Orchid Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-02-21,2023-02-21,2,2,3
4 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,7000000.0,2023-02-21,2023-02-21,4,5,5
4 BEDROOM DUPLEX FOR RENT, Behind Nicon Town Plantimum Way Ikate Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,8000000.0,2023-02-21,2023-02-21,4,4,5
4 BEDROOM DUPLEX FOR RENT, Vgc Victoria Garden City Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-21,2023-02-21,4,4,5
5 BEDROOM DUPLEX FOR RENT, Northern Foreshore Estate Lekki Chevron Drive Lekki Lagos ,Rent,Lekki,Island,6500000.0,2023-02-21,2023-02-21,5,5,6
5 BEDROOM DUPLEX FOR RENT, Northern Foreshore Estate Chevron Drive Lekki Lagos ,Rent,Lekki,Island,15000000.0,2023-02-21,2023-02-21,5,5,6
1 BEDROOM MINI FLAT FOR RENT, Opebi Opebi Ikeja Lagos ,Rent,Ikeja,Mainland,750000.0,2023-02-20,2023-02-20,1,1,1
5 BEDROOM DUPLEX FOR RENT, Agungi Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-02-20,2023-02-20,5,5,6
5 BEDROOM DUPLEX FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,15000000.0,2023-02-20,2023-02-20,5,5,6
5 BEDROOM DUPLEX FOR RENT, Agungi Lekki Lagos ,Rent,Lekki,Island,9000000.0,2023-02-20,2023-02-20,5,5,6
2 BEDROOM OFFICE FOR RENT, Opebi Opebi Ikeja Lagos ,Rent,Ikeja,Mainland,1300000.0,2023-02-20,2023-02-20,2,2,2
3 BEDROOM BLOCK OF FLATS FOR RENT, Off Admiralty Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-01-18,2023-02-20,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Off Admiralty Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3500000.0,2023-01-25,2023-02-20,2,2,3
LAND FOR RENT, Idowu Martins Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,40000000.0,2023-02-20,2023-02-20,0,0,0
3 BEDROOM BUNGALOW FOR RENT, Off Gbetu New Road Awoyaya Ajah Lagos ,Rent,Ajah,Island,1000000.0,2023-02-20,2023-02-20,3,3,3
OFFICE FOR RENT, Adeniran Ogunsanya Surulere Surulere Lagos ,Rent,Surulere,Mainland,40000000.0,2023-02-20,2023-02-20,0,0,0
4 BEDROOM DUPLEX FOR RENT, Off Awolowo Way Ikeja Ikeja Lagos ,Rent,Ikeja,Mainland,4500000.0,2023-02-20,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Chevron Drive Lekki Lagos ,Rent,Lekki,Island,5500000.0,2023-01-11,2023-02-20,4,4,5
4 BEDROOM TERRACE FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,7000000.0,2023-01-27,2023-02-20,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,14000000.0,2022-11-18,2023-02-20,3,3,4
4 BEDROOM TERRACE FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,11000000.0,2022-10-25,2023-02-20,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,7000000.0,2022-10-28,2023-02-20,3,3,4
5 BEDROOM HOUSE FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,10000000.0,2022-12-08,2023-02-20,5,5,6
3 BEDROOM BLOCK OF FLATS FOR RENT, Idado Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-12-08,2023-02-20,3,3,4
4 BEDROOM TOWNHOUSE FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,8000000.0,2022-11-05,2023-02-20,4,4,5
4 BEDROOM TERRACE FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,7000000.0,2022-11-09,2023-02-20,4,4,5
4 BEDROOM TERRACE FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-12-01,2023-02-20,4,4,5
2 BEDROOM BLOCK OF FLATS FOR RENT, Idado Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-11-24,2023-02-20,2,2,3
4 BEDROOM DUPLEX FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-11-23,2023-02-20,4,4,5
5 BEDROOM DUPLEX FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,9500000.0,2022-11-11,2023-02-20,5,5,6
4 BEDROOM TERRACE FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2022-11-11,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2022-11-11,2023-02-20,4,4,5
5 BEDROOM DUPLEX FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,375000000.0,2022-08-24,2023-02-20,5,5,6
3 BEDROOM BLOCK OF FLATS FOR RENT, Oral Estate Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-09-02,2023-02-20,3,3,4
5 BEDROOM DUPLEX FOR RENT, Megamond Lekki Lagos ,Rent,Lekki,Island,230000000.0,2022-09-05,2023-02-20,5,5,6
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,65000000.0,2022-08-10,2023-02-20,2,2,3
4 BEDROOM DUPLEX FOR RENT, 2nd Toll Gate Lekki Expressway Lekki Lagos ,Rent,Lekki,Island,85000000.0,2022-06-16,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, 2nd Toll Chevron Drive Lekki Lagos ,Rent,Lekki,Island,3800000.0,2022-06-15,2023-02-20,4,4,4
3 BEDROOM BLOCK OF FLATS FOR RENT, Vi Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,6000000.0,2022-05-27,2023-02-20,3,3,4
4 BEDROOM DUPLEX FOR RENT, Chevron Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-07-25,2023-02-20,4,4,5
5 BEDROOM DUPLEX FOR RENT, Chevron Drive Lekki Lagos ,Rent,Lekki,Island,180000000.0,2022-06-13,2023-02-20,5,5,6
5 BEDROOM DUPLEX FOR RENT, Chevron Lekki Lagos ,Rent,Lekki,Island,450000000.0,2022-08-16,2023-02-20,5,5,6
4 BEDROOM DUPLEX FOR RENT, Lekki Palm City Ajah Lagos ,Rent,Ajah,Island,100000000.0,2022-06-28,2023-02-20,4,4,5
4 BEDROOM DUPLEX FOR RENT, Chevron Chevron Drive Lekki Lagos ,Rent,Lekki,Island,6500000.0,2022-07-01,2023-02-20,4,4,5
2 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-07-30,2023-02-20,2,2,3
4 BEDROOM DUPLEX FOR RENT, 2nd Toll Lekki Lekki Expressway Lekki Lagos ,Rent,Lekki,Island,72000000.0,2022-07-31,2023-02-20,4,4,5
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-01-31,2023-02-20,2,2,3
3 BEDROOM BLOCK OF FLATS FOR RENT, Ikoyi Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,15000000.0,2022-06-03,2023-02-20,3,3,4
