Title,Location,Listing_Type,City,Location_Area,Price,Date_Added,Date_Updated,Beds,Baths,Toilets
2 BEDROOM BLOCK OF FLATS FOR RENT," Abah Junction, Command Alimosho Abeokuta Express Lagos ",Rent,Alimosho,Mainland,500000.0,2023-01-07,2023-02-15,2,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, 2nd Tollgate Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-01-19,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikate Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,7800000.0,2023-01-26,2023-02-15,2,2,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Off Freedom Way Lekki Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-01-28,2023-02-15,2,2,2
2 BEDROOM BLOCK OF FLATS FOR RENT, Osapa London Osapa Lekki Lagos ,Rent,Lekki,Island,1800000.0,2023-01-28,2023-02-15,2,2,2
4 BEDROOM DUPLEX For Sale, Lekki Phase 1 Lagos ,Sale,Lekki,Island,240000000.0,2023-02-13,2023-02-20,4,0,0
2 BEDROOM FLAT & APARTMENT FOR RENT, Badore Ajah Lagos ,Rent,Ajah,Island,1000000.0,2023-01-31,2023-02-15,2,2,3
4 BEDROOM OFFICE FOR RENT, Chevy View Estates Chevron Drive Lekki Lagos ,Rent,Lekki,Island,5500000.0,2023-01-26,2023-02-15,4,5,5
4 BEDROOM BLOCK OF FLATS FOR RENT, Divine Home Thomas Estate Ajah Lagos Island Lagos ,Rent,Victoria Island,Island,2700000.0,2023-01-30,2023-02-15,4,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Osborne Phase 2 Ikoyi Lagos ,Rent,Ikoyi,Island,16000000.0,2023-02-03,2023-02-15,3,3,4
3 BEDROOM BLOCK OF FLATS FOR RENT, Ogundele Street Ifako Gbagada Ifako Gbagada Lagos ,Rent,Gbagada,Mainland,2000000.0,2023-01-27,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Close To Pinnacle Filling Station Marwa Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-02-07,2023-02-15,2,2,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Samadit Bus Stop Isheri Oshun Isolo Isolo Lagos ,Rent,Isolo,Mainland,650000.0,2023-01-27,2023-02-15,2,2,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Ologolo Lekki Lagos ,Rent,Lekki,Island,2700000.0,2022-11-22,2023-02-15,2,2,3
2 BEDROOM MINI FLAT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-10-25,2023-02-15,2,2,3
3 BEDROOM HOUSE FOR RENT, Shop Rite Road Sangotedo Ajah Lagos ,Rent,Ajah,Island,3000000.0,2023-02-09,2023-02-15,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Off Mobil Road Ajah Lagos ,Rent,Ajah,Island,1200000.0,2023-02-09,2023-02-15,2,2,2
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT, Off Fola Osibo Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,1000000.0,2022-12-14,2023-02-15,1,1,1
3 BEDROOM BLOCK OF FLATS FOR RENT, Ifako Gbagada Lagos ,Rent,Gbagada,Mainland,1500000.0,2023-01-23,2023-02-15,3,2,2
3 BEDROOM BLOCK OF FLATS FOR RENT," Close To Pinnacle Filling Station, Marwa Lekki Phase 1 Lekki Lagos ",Rent,Lekki,Island,4500000.0,2023-01-06,2023-02-15,3,4,4
MINI FLAT FOR RENT," Abah Junction,command Alimosho Abeokuta Express Lagos ",Rent,Alimosho,Mainland,350000.0,2023-01-07,2023-02-15,0,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Transformer Bus Stop Bucknor Estate Isolo Isolo Lagos ,Rent,Isolo,Mainland,900000.0,2022-10-08,2023-02-15,3,3,4
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT, Thomas Estate Thomas Estate Ajah Lagos ,Rent,Ajah,Island,500000.0,2023-02-13,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Medina Estate Medina Gbagada Lagos ,Rent,Gbagada,Mainland,1000000.0,2022-12-27,2023-02-15,1,2,2
1 BEDROOM MINI FLAT FOR RENT, Ebutte Metta East. Ebute Metta Ebute Metta Lagos ,Rent,Ebute Metta,Mainland,850000.0,2023-01-13,2023-02-15,1,1,1
1 BEDROOM FLAT & APARTMENT FOR RENT, Mobil Estate Ajah Lagos ,Rent,Ajah,Island,600000.0,2023-02-09,2023-02-15,1,1,1
2 BEDROOM HOUSE FOR RENT, By Salem Bus Stop Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-07-12,2023-02-15,2,2,3
1 BEDROOM FLAT & APARTMENT FOR RENT, Sunshine Garden Estate Behind Blenco Supermarket Sangotedo Ajah Lagos ,Rent,Ajah,Island,1200000.0,2022-11-16,2023-02-15,1,2,2
1 BEDROOM MINI FLAT FOR RENT, Gbagada Phase 1 Gbagada Lagos ,Rent,Gbagada,Mainland,1000000.0,2022-12-27,2023-02-15,1,2,2
1 BEDROOM MINI FLAT FOR RENT, Off Gbetu New Road Awoyaya Ajah Lagos ,Rent,Ajah,Island,500000.0,2022-10-28,2023-02-15,1,2,2
3 BEDROOM BLOCK OF FLATS FOR RENT," Chevron ,bera Estate Chevron Drive Lekki Lagos ",Rent,Lekki,Island,3000000.0,2023-01-28,2023-02-15,3,3,3
1 BEDROOM SELF CONTAIN FOR RENT, Modupe Estate Fola Agoro Yaba Lagos ,Rent,Yaba,Mainland,400000.0,2022-12-27,2023-02-15,1,1,1
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikota Villa Estate Lekki Lagos Island Lagos ,Rent,Victoria Island,Island,2500000.0,2023-02-09,2023-02-15,2,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Close To Pinnacle Filling Station Marwa Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-01-20,2023-02-15,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Omole Phase2 Omole Ikeja Lagos ,Rent,Ikeja,Mainland,2000000.0,2023-01-18,2023-02-15,2,3,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Off Admelralty Way Lekki Phase 1 Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4500000.0,2022-10-25,2023-02-15,2,2,3
1 BEDROOM SELF CONTAIN FOR RENT, Bailey Street Abule Oja Yaba Lagos ,Rent,Yaba,Mainland,550000.0,2023-01-27,2023-02-15,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,9200000.0,2023-02-08,2023-02-15,3,0,0
4 BEDROOM DUPLEX FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,4100000.0,2023-02-11,2023-02-15,4,4,5
5 BEDROOM DUPLEX FOR RENT, Nicon Town Estate Ikate Lekki Expressway Lekki Lagos ,Rent,Lekki,Island,20000000.0,2022-12-25,2023-02-15,5,5,6
4 BEDROOM DUPLEX FOR RENT, Ilasan Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,5000000.0,2022-11-18,2023-02-15,4,4,5
4 BEDROOM TERRACE FOR RENT, Zara Court Ikota Gra Lekki Ikota Lekki Lagos ,Rent,Lekki,Island,4000000.0,2022-11-17,2023-02-15,4,4,5
3 BEDROOM DUPLEX FOR RENT, Shangisha Ketu Lagos ,Rent,Ketu,Mainland,2800000.0,2022-11-07,2023-02-15,3,3,4
5 BEDROOM DUPLEX FOR RENT, Road 3 Ikota Lekki Lagos ,Rent,Lekki,Island,6500000.0,2022-11-14,2023-02-15,5,0,0
1 BEDROOM SHARED APARTMENT FOR RENT, Good Homes Estate Off Ado Road Ajah Lagos ,Rent,Ajah,Island,700000.0,2022-12-16,2023-02-15,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Close To 4point By Sheraton Hotel Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,7500000.0,2023-01-12,2023-02-15,3,4,4
3 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Phase Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-01-29,2023-02-15,3,3,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Eletu Avenue Osapa London Osapa Lekki Lagos ,Rent,Lekki,Island,2300000.0,2023-01-28,2023-02-15,2,2,2
2 BEDROOM BLOCK OF FLATS FOR RENT, Osapa London Eletu Avenue Osapa Lekki Lagos ,Rent,Lekki,Island,2800000.0,2023-01-28,2023-02-15,2,2,2
1 BEDROOM SHARED APARTMENT FOR RENT, Bera Estate Chevron Drive Lekki Lagos ,Rent,Lekki,Island,1300000.0,2023-02-01,2023-02-15,1,1,1
1 BEDROOM FLAT & APARTMENT FOR RENT, Lagos Business School Ajah Lagos ,Rent,Ajah,Island,800000.0,2023-02-09,2023-02-15,1,1,2
4 BEDROOM TERRACE FOR RENT, Lekki Lagos Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,8000000.0,2023-02-08,2023-02-15,4,4,5
4 BEDROOM DUPLEX FOR RENT, Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-08,2023-02-15,4,0,0
5 BEDROOM DUPLEX FOR RENT, Osapa Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-01-19,2023-02-15,5,5,6
3 BEDROOM HOUSE FOR RENT, Off Palace Road Oniru Victoria Island Lagos ,Rent,Victoria Island,Island,8000000.0,2022-07-12,2023-02-15,3,4,4
FLAT & APARTMENT FOR RENT, Ikoyi Lagos ,Rent,Ikoyi,Island,9000000.0,2022-07-14,2023-02-15,0,0,0
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT, Agungi Agungi Lekki Lagos ,Rent,Lekki,Island,1000000.0,2023-01-05,2023-02-15,1,1,1
3 BEDROOM BLOCK OF FLATS FOR RENT, Olonkonla Ajah Lagos ,Rent,Ajah,Island,1700000.0,2022-12-12,2023-02-15,3,3,4
1 BEDROOM MINI FLAT FOR RENT, Chevyview Chevron Drive Lekki Lagos ,Rent,Lekki,Island,1600000.0,2022-09-24,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Gbara Opposite Circle Mall Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,1500000.0,2022-12-27,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Spar Road Jakande Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-11-28,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Transformer Bus Stop Bucknor Isolo Isolo Lagos ,Rent,Isolo,Mainland,650000.0,2023-01-25,2023-02-15,1,1,1
4 BEDROOM DUPLEX FOR RENT, By Petro Cam Filling Station Elf Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,7000000.0,2023-01-13,2023-02-15,4,5,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Omole Phase2 Omole Ikeja Lagos ,Rent,Ikeja,Mainland,2500000.0,2022-05-29,2023-02-15,3,3,4
3 BEDROOM TERRACE FOR RENT, Off Ahmadu Bello Way Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,10000000.0,2022-10-22,2023-02-15,3,3,4
3 BEDROOM BLOCK OF FLATS FOR RENT, : Orchid Road Before The Round About Lagos Island Lagos ,Rent,Victoria Island,Island,3700000.0,2023-01-31,2023-02-15,3,0,0
2 BEDROOM BLOCK OF FLATS FOR RENT, Ikota Lekki County Ikota Lekki Lagos ,Rent,Lekki,Island,2500000.0,2022-11-13,2023-02-15,2,3,3
2 BEDROOM BLOCK OF FLATS FOR RENT, Osapa London Osapa Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-01-28,2023-02-15,2,2,2
2 BEDROOM HOUSE FOR RENT, Off Admiralty Way Lekki Phase 1 Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3500000.0,2022-07-10,2023-02-15,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Off T.f Kuboye Road Marwa Lekki Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,2500000.0,2023-01-14,2023-02-15,1,1,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Ikoyi Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2022-02-15,2023-02-15,3,4,0
2 BEDROOM BLOCK OF FLATS FOR RENT, Aguda Surulere Aguda Surulere Lagos ,Rent,Surulere,Mainland,2000000.0,2022-12-27,2023-02-15,2,2,3
3 BEDROOM TERRACE FOR RENT, Off Kofo Abayomi (ram) Victoria Island Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,12000000.0,2022-10-30,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, *location: Orchi Road* Lagos Island Lagos ,Rent,Victoria Island,Island,2500000.0,2023-02-01,2023-02-15,2,0,0
1 BEDROOM BLOCK OF FLATS FOR RENT, Marryland Anthony Ikorodu Road Lagos ,Rent,Ikorodu Road,Mainland,8000000.0,2023-02-07,2023-02-15,1,1,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Shop Rite Sangotedo Ajah Lagos ,Rent,Ajah,Island,1800000.0,2022-12-10,2023-02-15,3,3,4
4 BEDROOM TERRACE FOR RENT, Ikate Lagos Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,8500000.0,2023-02-14,2023-02-15,4,4,5
2 BEDROOM FLAT & APARTMENT FOR RENT, Badore Ajah Lagos ,Rent,Ajah,Island,1000000.0,2023-02-09,2023-02-15,2,2,3
3 BEDROOM BLOCK OF FLATS FOR RENT, Opp Abraham Adesanya Estate Abraham Adesanya Ajah Lagos ,Rent,Ajah,Island,2500000.0,2022-11-25,2023-02-15,3,3,4
1 BEDROOM MINI FLAT FOR RENT, Ado Road Ajah Ajah Ajah Lagos ,Rent,Ajah,Island,900000.0,2023-02-12,2023-02-15,1,1,2
3 BEDROOM BLOCK OF FLATS FOR RENT, Close To Pinnacle Filling Station Lekki Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3000000.0,2023-01-21,2023-02-15,3,3,4
1 BEDROOM MINI FLAT FOR RENT, Gbetu New Road Awoyaya Ajah Lagos ,Rent,Ajah,Island,450000.0,2022-09-19,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Awoyaya Ajah Lagos ,Rent,Ajah,Island,350000.0,2022-08-30,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Destiny Isheri Oshun Isolo Isolo Lagos ,Rent,Isolo,Mainland,650000.0,2023-01-31,2023-02-15,1,1,2
5 BEDROOM HOUSE FOR RENT, Thomas Estate Ajah Lagos ,Rent,Ajah,Island,4000000.0,2023-02-09,2023-02-15,5,5,6
2 BEDROOM BLOCK OF FLATS FOR RENT, Gbetu New Road Awoyaya Ajah Lagos ,Rent,Ajah,Island,550000.0,2022-08-24,2023-02-15,2,2,3
LAND FOR RENT, Lafiaji Lekki Lagos ,Rent,Lekki,Island,50000000.0,2022-09-20,2023-02-15,0,0,0
2 BEDROOM BLOCK OF FLATS FOR RENT, Sangotedu Lekki Expressway Lekki Lagos ,Rent,Lekki,Island,1200000.0,2023-01-19,2023-02-15,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Off Beachgate Road Jakande Lekki Lagos ,Rent,Lekki,Island,650000.0,2023-01-19,2023-02-15,1,1,1
3 BEDROOM BLOCK OF FLATS FOR RENT, Ikoyi Lagos ,Rent,Ikoyi,Island,13000000.0,2023-02-08,2023-02-15,3,3,4
1 BEDROOM FLAT & APARTMENT FOR RENT, Mobil Road Ajah Lagos ,Rent,Ajah,Island,1100000.0,2023-02-09,2023-02-15,1,1,1
2 BEDROOM BLOCK OF FLATS FOR RENT, Close To Pinnacle Filling Station Marwa Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,2500000.0,2023-02-07,2023-02-15,2,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Conservation Road Lekki Lagos ,Rent,Lekki,Island,3700000.0,2023-02-08,2023-02-15,3,0,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Idado Lekki Lagos ,Rent,Lekki,Island,3500000.0,2023-02-08,2023-02-15,3,0,0
4 BEDROOM DUPLEX FOR RENT, Ikota Villa Estate Ikota Lekki Lagos ,Rent,Lekki,Island,5000000.0,2023-01-26,2023-02-15,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Medina Estate Medina Gbagada Lagos ,Rent,Gbagada,Mainland,2300000.0,2023-01-25,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Freedom Way Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,6000000.0,2023-01-29,2023-02-15,2,2,2
2 BEDROOM BLOCK OF FLATS FOR RENT, Oladimeji Off Enitan Aguda Surulere Aguda Surulere Lagos ,Rent,Surulere,Mainland,1000000.0,2023-01-13,2023-02-15,2,2,2
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT, Ado Road Ajah Lagos Island Lagos Island Lagos ,Rent,Victoria Island,Island,500000.0,2022-12-15,2023-02-15,1,1,1
3 BEDROOM FLAT & APARTMENT FOR RENT, Ikate Lagos Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,5000000.0,2023-02-11,2023-02-15,3,3,3
3 BEDROOM FLAT & APARTMENT For Sale, Whitesand School Lekki Phase 1 Lagos ,Sale,Lekki,Island,150000000.0,2022-08-09,2023-02-20,3,3,4
1 BEDROOM MINI FLAT FOR RENT, Ladilak Shomolu Yaba Lagos ,Rent,Yaba,Mainland,800000.0,2022-10-24,2023-02-15,1,1,2
4 BEDROOM TERRACE FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,3800000.0,2022-11-17,2023-02-15,4,4,5
2 BEDROOM BLOCK OF FLATS FOR RENT, Lekki Scheme2 Abraham Adesanya Ajah Lagos ,Rent,Ajah,Island,2500000.0,2022-11-18,2023-02-15,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Ikota Lekki Lagos ,Rent,Lekki,Island,1700000.0,2022-11-18,2023-02-15,1,1,2
4 BEDROOM TERRACE FOR RENT, Ikota Gra Lekki Ikota Lekki Lagos ,Rent,Lekki,Island,4200000.0,2022-06-22,2023-02-15,4,4,5
2 BEDROOM BLOCK OF FLATS FOR RENT, Gbagada Carwash Gbagada Phase 1 Gbagada Lagos ,Rent,Gbagada,Mainland,1200000.0,2022-12-27,2023-02-15,2,2,3
1 BEDROOM SHARED APARTMENT FOR RENT, Good Homes Estate Ajah Ajah Lagos ,Rent,Ajah,Island,700000.0,2022-12-18,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT, Sawmill Ifako Gbagada Ifako Gbagada Lagos ,Rent,Gbagada,Mainland,1000000.0,2023-01-27,2023-02-15,1,1,2
2 BEDROOM FLAT & APARTMENT FOR RENT, ??: Orchid Road Before The Round About. *1. Lagos Island Lagos Island Lagos ,Rent,Victoria Island,Island,3200000.0,2023-02-01,2023-02-15,2,0,0
1 BEDROOM SELF CONTAIN FOR RENT, Odunsi Bariga Bariga Gbagada Lagos ,Rent,Gbagada,Mainland,350000.0,2023-01-13,2023-02-15,1,1,1
2 BEDROOM BLOCK OF FLATS FOR RENT, Thomas Estate Thomas Estate Ajah Lagos ,Rent,Ajah,Island,1800000.0,2022-12-12,2023-02-15,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Oniru Lekki Phase 2 Lekki Lagos ,Rent,Lekki,Island,1200000.0,2023-02-04,2023-02-15,1,1,2
2 BEDROOM FLAT & APARTMENT FOR RENT, Duduyemi Bucknor Estate. Jakande Axis. Isolo Lagos ,Rent,Isolo,Mainland,900000.0,2022-09-06,2023-02-15,2,2,3
3 BEDROOM BLOCK OF FLATS FOR RENT, Sangotedo Ajah Lagos ,Rent,Ajah,Island,1100000.0,2023-01-27,2023-02-15,3,3,3
3 BEDROOM BLOCK OF FLATS FOR RENT, Ikeja Gra Ikeja Lagos ,Rent,Ikeja,Mainland,12000000.0,2022-09-27,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Sunshine Garden Estate Olonkonla Ajah Lagos ,Rent,Ajah,Island,2000000.0,2022-11-22,2023-02-15,2,3,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Langbasa Ajah Lagos ,Rent,Ajah,Island,1100000.0,2023-01-16,2023-02-15,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Fagbinle Estate Isheri Ijegun Isolo Isolo Lagos ,Rent,Isolo,Mainland,450000.0,2023-02-06,2023-02-15,1,1,1
5 BEDROOM DUPLEX FOR RENT, Ikota Gra Ikota Lekki Lagos ,Rent,Lekki,Island,6000000.0,2022-11-30,2023-02-15,5,5,5
3 BEDROOM FLAT & APARTMENT FOR RENT, Bucknor Estate Isolo Lagos ,Rent,Isolo,Mainland,900000.0,2022-09-07,2023-02-15,3,3,4
2 BEDROOM FLAT & APARTMENT FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-02-08,2023-02-15,2,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,15000000.0,2023-01-21,2023-02-15,3,3,4
4 BEDROOM TERRACE FOR RENT, Ikate Lagos Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,5000000.0,2023-02-08,2023-02-15,4,4,4
1 BEDROOM MINI FLAT FOR RENT, Onike Yaba Onike Yaba Lagos ,Rent,Yaba,Mainland,800000.0,2022-12-27,2023-02-15,1,2,2
3 BEDROOM FLAT & APARTMENT FOR RENT, Duduyemi Bucknor Estate Isolo Lagos ,Rent,Isolo,Mainland,1200000.0,2022-09-07,2023-02-15,3,3,4
3 BEDROOM TERRACE FOR RENT, Lekki Palm City Estate Ajah Lekki Broad Street Lagos Island Lagos ,Rent,Victoria Island,Island,3500000.0,2023-02-01,2023-02-15,3,0,0
2 BEDROOM FLAT & APARTMENT FOR RENT, Marwa Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,3000000.0,2022-12-28,2023-02-15,2,2,2
3 BEDROOM TERRACE FOR RENT, General Paint Abraham Adesanya Ajah Lagos ,Rent,Ajah,Island,2500000.0,2023-02-05,2023-02-15,3,3,4
4 BEDROOM DUPLEX FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,6500000.0,2023-02-01,2023-02-15,4,4,5
1 BEDROOM SELF CONTAIN FOR RENT, 1004 Victoria Island Victoria Island Lagos ,Rent,Victoria Island,Island,2800000.0,2023-01-28,2023-02-15,1,1,1
1 BEDROOM MINI FLAT FOR RENT," Idi Mangoro Junction, Arolambo Oke Aro Via Iju Ishaga Ifako Ijaiye Abeokuta Express Lagos ",Rent,Iju,Mainland,150000.0,2023-01-08,2023-02-15,1,1,1
4 BEDROOM DUPLEX FOR RENT, Vgc Victoria Garden City Lekki Lagos ,Rent,Lekki,Island,15000000.0,2022-10-04,2023-02-15,4,4,5
4 BEDROOM DUPLEX FOR RENT, Magodo Isheri Ikeja Lagos ,Rent,Ikeja,Mainland,4000000.0,2022-08-22,2023-02-15,4,4,5
1 BEDROOM SELF CONTAIN FOR RENT, Off Beachgate Road Jakande Lekki Lagos ,Rent,Lekki,Island,300000.0,2023-01-07,2023-02-15,1,1,1
2 BEDROOM BLOCK OF FLATS FOR RENT, Isah Omale Street. Glorious Estate. Badore Badore Ajah Lagos ,Rent,Ajah,Island,1000000.0,2022-06-04,2023-02-15,2,2,2
2 BEDROOM BLOCK OF FLATS FOR RENT, Paseda/unilag Estate Awoyaya Ajah Lagos ,Rent,Ajah,Island,850000.0,2023-02-08,2023-02-15,2,2,3
2 BEDROOM FLAT & APARTMENT FOR RENT, Ajah Ajah Lagos ,Rent,Ajah,Island,800000.0,2023-01-02,2023-02-15,2,2,0
3 BEDROOM FLAT & APARTMENT FOR RENT, Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,10000000.0,2022-10-06,2023-02-15,3,3,4
6 BEDROOM OFFICE FOR RENT," 10 Akiogun Street , Oba Oniru Market Road. Oniru Victoria Island Lagos ",Rent,Victoria Island,Island,15000000.0,2022-09-29,2023-02-15,6,6,7
3 BEDROOM DUPLEX FOR RENT, By 2nd Avenue Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,11000000.0,2022-07-10,2023-02-15,3,3,4
3 BEDROOM HOUSE FOR RENT, Off Thompson Road Ikoyi Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2022-07-11,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Beachgate Road Jakande Lekki Lagos ,Rent,Lekki,Island,2000000.0,2023-01-05,2023-02-15,2,2,2
1 BEDROOM SELF CONTAIN FOR RENT," Foursquare Junction, Oke Aro Iju Abeokuta Express Lagos ",Rent,Iju,Mainland,150000.0,2023-01-05,2023-02-15,1,1,1
3 BEDROOM BLOCK OF FLATS FOR RENT, Ologunfe Awoyaya Ajah Lagos ,Rent,Ajah,Island,800000.0,2022-10-16,2023-02-15,3,3,4
3 BEDROOM BLOCK OF FLATS FOR RENT, Sholuyi Gbagada Gbagada Lagos ,Rent,Gbagada,Mainland,2000000.0,2023-01-22,2023-02-15,3,3,4
1 BEDROOM BLOCK OF FLATS FOR RENT, New Road Igbo Efon Lekki Lagos ,Rent,Lekki,Island,500000.0,2022-08-18,2023-02-15,1,1,1
4 BEDROOM HOUSE FOR RENT, Ikota Lekki Lagos Island Lagos ,Rent,Victoria Island,Island,8000000.0,2023-02-01,2023-02-15,4,0,0
5 BEDROOM DUPLEX FOR RENT, Divine Home Thomas Estate Ajah Lagos Island Lagos ,Rent,Victoria Island,Island,5000000.0,2023-01-30,2023-02-15,5,6,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Orchid Road Chevron Drive Lekki Lagos ,Rent,Lekki,Island,4500000.0,2023-01-29,2023-02-15,3,3,3
4 BEDROOM TERRACE FOR RENT, Opposite Ocean Bay Estate Along Orchid Hotel Road 2nd Toll Gate Chevron Lekki Lagos Island Lagos ,Rent,Victoria Island,Island,4500000.0,2023-02-01,2023-02-15,4,0,0
3 BEDROOM BLOCK OF FLATS FOR RENT, Nubi Close Apapa Road Ebute Metta Lagos ,Rent,Ebute Metta,Mainland,1200000.0,2023-01-25,2023-02-15,3,1,2
2 BEDROOM FLAT & APARTMENT FOR RENT, Ikate Elegushi Lekki Lagos ,Rent,Lekki,Island,5500000.0,2023-02-07,2023-02-15,2,2,3
1 BEDROOM MINI FLAT FOR RENT, Olonkonla Ajah Lagos ,Rent,Ajah,Island,1200000.0,2022-12-16,2023-02-15,1,1,2
1 BEDROOM BLOCK OF FLATS FOR RENT, Ifako Gbagada Lagos ,Rent,Gbagada,Mainland,1200000.0,2023-01-22,2023-02-15,1,1,1
3 BEDROOM BLOCK OF FLATS FOR RENT, Right By Pinnacle Filling Station Lekki Phase 1 Lekki Lagos ,Rent,Lekki,Island,4000000.0,2023-01-17,2023-02-15,3,3,4
2 BEDROOM BLOCK OF FLATS FOR RENT, Ilupeju Estate Palmgrove Ilupeju Ikorodu Road Lagos ,Rent,Ikorodu Road,Mainland,1500000.0,2022-12-27,2023-02-15,2,2,3
4 BEDROOM DUPLEX FOR RENT, Banana Island Banana Island Ikoyi Lagos ,Rent,Ikoyi,Island,10000000.0,2021-11-01,2023-02-15,4,4,5
3 BEDROOM BLOCK OF FLATS FOR RENT, Divine Home Estate Thomas Estate Ajah Lagos ,Rent,Ajah,Island,2200000.0,2022-11-30,2023-02-15,3,4,4
